source,target,tgt_lng
analog delay,模拟延迟,zh-CN
digital delay,数字延迟,zh-CN
ping-pong delay,乒乓延迟,zh-CN
multitap delay,多抽头延迟,zh-CN
feedback delay,反馈延迟,zh-CN
delay feedback,延迟反馈量,zh-CN
delay time,延迟时间,zh-CN
modulated delay,调制延迟,zh-CN
chorus effect,合唱效果,zh-CN
flanger effect,镶边效果,zh-CN
phaser effect,移相效果,zh-CN
vibrato effect,颤音效果,zh-CN
tremolo effect,震音效果,zh-CN
rotary-speaker effect,旋转扬声器效果,zh-CN
Doppler modulation,多普勒调制,zh-CN
pitch correction,音高校正,zh-CN
automatic pitch correction,自动音高校正,zh-CN
manual pitch correction,手动音高校正,zh-CN
formant correction,共振峰校正,zh-CN
formant shifting,共振峰移位,zh-CN
vocal doubling,人声加倍,zh-CN
audio harmonizer,音频和声生成器,zh-CN
audio octaver,音频八度效果器,zh-CN
frequency shifter,频率移位器,zh-CN
stereo widener,立体声展宽器,zh-CN
Haas effect,哈斯效应,zh-CN
microshift effect,微移调展宽效果,zh-CN
spectral processor,频谱处理器,zh-CN
spectral shaper,频谱塑形器,zh-CN
resonance suppressor,共振抑制器,zh-CN
de-esser,齿音抑制器,zh-CN
multiband de-esser,多段齿音抑制器,zh-CN
subharmonic synthesizer,次谐波合成器,zh-CN
bass enhancer,低频增强器,zh-CN
low-end mono maker,低频单声道化处理器,zh-CN
audio mastering,音频母带制作,zh-CN
stereo mastering,立体声母带制作,zh-CN
stem mastering,分轨母带制作,zh-CN
analog mastering,模拟母带制作,zh-CN
digital mastering,数字母带制作,zh-CN
mastering chain,母带处理链,zh-CN
mastering grade converter,母带级转换器,zh-CN
mastering limiter,母带限制器,zh-CN
mastering equalizer,母带均衡器,zh-CN
mastering compressor,母带压缩器,zh-CN
album consistency,专辑一致性,zh-CN
track sequencing,曲目排序,zh-CN
song spacing,曲间间隔,zh-CN
crossfade between tracks,曲目间交叉淡化,zh-CN
Red Book standard,红皮书 CD-DA 标准,zh-CN
DDP image,光盘描述协议镜像,zh-CN
PQ code,PQ 子码,zh-CN
CD-Text,CD 文本信息,zh-CN
UPC/EAN code,UPC/EAN 商品编码,zh-CN
mastered for streaming,面向流媒体的母带,zh-CN
Apple Digital Masters,Apple Digital Masters 母带认证计划,zh-CN
Mastered for iTunes,Mastered for iTunes 母带认证计划,zh-CN
Spotify loudness normalization,Spotify 响度归一化,zh-CN
YouTube loudness normalization,YouTube 响度归一化,zh-CN
ReplayGain,ReplayGain 回放增益标准,zh-CN
lossless master,无损母版,zh-CN
high-resolution audio,高解析度音频,zh-CN
high-resolution master,高解析度母版,zh-CN
44.1 kHz/16-bit master,44.1 kHz/16 位母版,zh-CN
96 kHz/24-bit master,96 kHz/24 位母版,zh-CN
192 kHz/24-bit master,192 kHz/24 位母版,zh-CN
WAV master,WAV 母版,zh-CN
AIFF master,AIFF 母版,zh-CN
FLAC master,FLAC 无损母版,zh-CN
ALAC master,ALAC 无损母版,zh-CN
MP3 encoding,MP3 编码,zh-CN
AAC encoding,AAC 编码,zh-CN
Opus encoding,Opus 编码,zh-CN
constant bitrate,恒定码率,zh-CN
variable bitrate,可变码率,zh-CN
joint stereo,联合立体声,zh-CN
codec pre-echo,编解码预回声,zh-CN
codec audition,编码后音质审听,zh-CN
VST3,VST3 音频插件格式,zh-CN
AAX Native,AAX Native 音频插件格式,zh-CN
AAX DSP,AAX DSP 音频插件格式,zh-CN
CLAP plugin format,CLAP 音频插件格式,zh-CN
ARA2,ARA2 音频随机访问扩展,zh-CN
ReWire,ReWire 音频路由协议,zh-CN
Open Sound Control,开放声音控制协议,zh-CN
Ableton Link,Ableton Link 音乐同步技术,zh-CN
ASIO,ASIO 音频驱动协议,zh-CN
Core Audio,Apple Core Audio 音频架构,zh-CN
WASAPI,Windows 音频会话 API,zh-CN
JACK Audio Connection Kit,JACK 音频连接工具包,zh-CN
Bob Moog,鲍勃·穆格,zh-CN
Don Buchla,唐·布赫拉,zh-CN
Tom Oberheim,汤姆·奥伯海姆,zh-CN
Ikutaro Kakehashi,梯郁太郎,zh-CN
John Chowning,约翰·乔宁,zh-CN
Wendy Carlos,温迪·卡洛斯,zh-CN
Suzanne Ciani,苏珊娜·恰尼,zh-CN
Brian Eno,布赖恩·伊诺,zh-CN
Quincy Jones,昆西·琼斯,zh-CN
Phil Spector,菲尔·斯佩克特,zh-CN
Rick Rubin,里克·鲁宾,zh-CN
Nigel Godrich,奈杰尔·戈德里奇,zh-CN
Trevor Horn,特雷弗·霍恩,zh-CN
Daniel Lanois,丹尼尔·拉努瓦,zh-CN
Timbaland,提姆巴兰,zh-CN
Dr. Dre,德瑞博士,zh-CN
Nile Rodgers,尼尔·罗杰斯,zh-CN
Steve Albini,史蒂夫·阿尔比尼,zh-CN
Sylvia Massy,西尔维娅·马西,zh-CN
Susan Rogers,苏珊·罗杰斯,zh-CN
Al Schmitt,艾尔·施密特,zh-CN
Geoff Emerick,杰夫·埃默里克,zh-CN
Glyn Johns,格林·约翰斯,zh-CN
Eddie Kramer,埃迪·克莱默,zh-CN
Bruce Swedien,布鲁斯·斯维迪恩,zh-CN
Hugh Padgham,休·帕德汉姆,zh-CN
Joe Meek,乔·米克,zh-CN
Tom Dowd,汤姆·道德,zh-CN
Rudy Van Gelder,鲁迪·范·盖尔德,zh-CN
Bill Putnam Sr.,比尔·普特南,zh-CN
Rupert Neve,鲁珀特·尼夫,zh-CN
George Massenburg,乔治·马森伯格,zh-CN
Roger Linn,罗杰·林恩,zh-CN
Peter Zinovieff,彼得·齐诺维耶夫,zh-CN
Alan Parsons,艾伦·帕森斯,zh-CN
Andrew Scheps,安德鲁·谢普斯,zh-CN
Chris Lord-Alge,克里斯·洛德-阿尔吉,zh-CN
Tom Lord-Alge,汤姆·洛德-阿尔吉,zh-CN
Michael Brauer,迈克尔·布劳尔,zh-CN
Manny Marroquin,曼尼·马罗昆,zh-CN
Serban Ghenea,塞尔班·盖内亚,zh-CN
Jacquire King,雅基尔·金,zh-CN
Tchad Blake,查德·布莱克,zh-CN
Tony Maserati,托尼·玛莎拉蒂,zh-CN
Leslie Brathwaite,莱斯利·布拉思韦特,zh-CN
Bob Clearmountain,鲍勃·克利尔芒顿,zh-CN
Dave Pensado,戴夫·彭萨多,zh-CN
Jaycen Joshua,杰森·乔舒亚,zh-CN
Shawn Everett,肖恩·埃弗里特,zh-CN
Mark “Spike” Stent,马克·“斯派克”·斯滕特,zh-CN
Bob Ludwig,鲍勃·路德维希,zh-CN
Bernie Grundman,伯尼·格伦德曼,zh-CN
Emily Lazar,艾米莉·拉扎尔,zh-CN
Mandy Parnell,曼迪·帕内尔,zh-CN
Greg Calbi,格雷格·卡尔比,zh-CN
Ted Jensen,泰德·詹森,zh-CN
Vlado Meller,弗拉多·梅勒,zh-CN
Maureen Droney,莫琳·德罗尼,zh-CN
Audio Engineering Society,音频工程学会,zh-CN
MIDI Association,MIDI 协会,zh-CN
Recording Industry Association of America,美国唱片业协会,zh-CN
International Federation of the Phonographic Industry,国际唱片业协会,zh-CN
International Electrotechnical Commission,国际电工委员会,zh-CN
IEC 60268-17,IEC 60268-17 标准电平指示器规范,zh-CN
IEC 61606-3,IEC 61606-3 专业数字音频设备测量规范,zh-CN
AES17,AES17 数字音频设备测量标准,zh-CN
AES42,AES42 数字话筒接口标准,zh-CN
AES48,AES48 音频设备接地与电磁兼容规范,zh-CN
AES59,AES59 平衡电路 25 针 D 型连接器专业音频应用标准,zh-CN
AES Convention,AES 国际会议,zh-CN
Grammy Awards,格莱美奖,zh-CN
Recording Academy,美国录音学院,zh-CN
musical doubling,声部加倍,zh-CN
vocal register,声区,zh-CN
guitar bend,吉他推弦,zh-CN
modular-synth clock multiplier,模块合成器时钟倍频器,zh-CN
record executive producer,唱片执行制作人,zh-CN
assistant recording engineer,助理录音师,zh-CN
music copyist,乐谱抄谱员,zh-CN
score copyist,总谱抄谱员,zh-CN
Artists and Repertoire,艺人与曲目开发,zh-CN
a cappella version,纯人声版,zh-CN
concert pitch for transposing instruments,实音,zh-CN
concert-pitch tuning reference,标准音高基准,zh-CN
A440 tuning standard,A440 标准音高基准,zh-CN
twelve-tone equal temperament,十二平均律,zh-CN
sonata-form development section,奏鸣曲式展开部,zh-CN
sonata recapitulation,奏鸣曲式再现部,zh-CN
binary musical form,二部曲式,zh-CN
ternary musical form,三部曲式,zh-CN
song bridge,歌曲桥段,zh-CN
song intro,歌曲前奏段,zh-CN
song outro,歌曲尾奏段,zh-CN
song breakdown,歌曲分解段,zh-CN
EDM drop,EDM Drop 爆发段,zh-CN
music build-up,音乐渐进蓄势段,zh-CN
instrumental key-click technique,乐器按键敲击奏法,zh-CN
sampler articulation keyswitch,采样器演奏法切换键,zh-CN
sampler root key,采样器根音,zh-CN
sampler zone mapping,采样器区域映射,zh-CN
music sample clearance,音乐采样授权清理,zh-CN
sampler interpolation quality,采样器插值质量,zh-CN
envelope hold stage,包络保持阶段,zh-CN
envelope delay stage,包络延迟阶段,zh-CN
modular-synth patch cable,模块合成器跳线,zh-CN
multiple (mult) module,信号分配模块,zh-CN
Apple Sound Check,Apple Sound Check 音量均衡功能,zh-CN
Apple Audio Unit plug-in format,Apple Audio Unit 插件格式,zh-CN
synthesizer designer Dave Smith,合成器设计师戴夫·史密斯,zh-CN
record producer George Martin,唱片制作人乔治·马丁,zh-CN
musician Brian Wilson,音乐人布赖恩·威尔逊,zh-CN
record producer Max Martin,唱片制作人马克斯·马丁,zh-CN
musician-inventor Les Paul,音乐人兼发明家莱斯·保罗,zh-CN
music producer Trevor Jackson,音乐制作人特雷弗·杰克逊,zh-CN
