source,target,tgt_lng
camera response curve,相机响应曲线,zh-CN
look-up table for photography,摄影查找表,zh-CN
camera film simulation mode,相机胶片模拟模式,zh-CN
raw development,RAW显影,zh-CN
non-destructive photo editing,非破坏性照片编辑,zh-CN
pixel-based photo editing,像素级照片编辑,zh-CN
local adjustment,局部调整,zh-CN
adjustment brush,调整画笔,zh-CN
luminance range mask,亮度范围蒙版,zh-CN
depth range mask,深度范围蒙版,zh-CN
AI subject mask,AI主体蒙版,zh-CN
AI people mask,AI人物蒙版,zh-CN
skin retouching,皮肤修饰,zh-CN
frequency separation retouching,高低频分离修图,zh-CN
dodge and burn retouching,加深减淡修图,zh-CN
healing brush,修复画笔,zh-CN
perspective correction,透视校正,zh-CN
guided upright correction,引导式 Upright 校正,zh-CN
lens profile correction,镜头配置文件校正,zh-CN
chromatic aberration removal,色差去除,zh-CN
defringe control,去边控制,zh-CN
crop tool,裁剪工具,zh-CN
horizon leveling,地平线校正,zh-CN
panorama stitching,全景拼接,zh-CN
rectilinear panorama projection,直线全景投影,zh-CN
panorama control point,全景拼接控制点,zh-CN
focus stack blending,焦点堆叠融合,zh-CN
mean image stacking,图像均值堆叠,zh-CN
star alignment,星点对齐,zh-CN
bias frame calibration,偏置帧校准,zh-CN
image denoising,图像降噪,zh-CN
raw detail enhancement,RAW细节增强,zh-CN
deconvolution sharpening,反卷积锐化,zh-CN
creative sharpening,创意锐化,zh-CN
unsharp mask,USM锐化,zh-CN
texture adjustment,纹理调整,zh-CN
local contrast enhancement,局部对比度增强,zh-CN
highlight recovery,高光恢复,zh-CN
black-level adjustment,黑色电平调整,zh-CN
contrast adjustment,对比度调整,zh-CN
vibrance adjustment,自然饱和度调整,zh-CN
HSL adjustment,HSL调整,zh-CN
color grading for photography,摄影调色,zh-CN
selective color adjustment,可选颜色调整,zh-CN
black-and-white conversion,黑白转换,zh-CN
monochrome channel mix,黑白通道混合,zh-CN
bloom simulation,泛光模拟,zh-CN
soft proofing,软打样,zh-CN
out-of-gamut color,超出色域的颜色,zh-CN
printer-paper ICC profile,打印机—纸张ICC配置文件,zh-CN
fine-art inkjet printing,艺术微喷,zh-CN
pigment inkjet printer,颜料喷墨打印机,zh-CN
photo paper,照片纸,zh-CN
baryta inkjet paper,钡地艺术喷墨纸,zh-CN
optical brightening agent,荧光增白剂,zh-CN
print permanence,打印品耐久性,zh-CN
bronzing in an inkjet print,喷墨打印泛铜光,zh-CN
print resolution,打印分辨率,zh-CN
pixels per inch,每英寸像素,zh-CN
dots per inch,每英寸点数,zh-CN
bicubic resampling,双三次重采样,zh-CN
image upscaling,图像放大,zh-CN
archival image master,图像档案母版,zh-CN
derivative image file,图像派生文件,zh-CN
off-site photo backup,照片异地备份,zh-CN
photo archive catalog,照片档案目录,zh-CN
EXIF metadata,EXIF元数据,zh-CN
IPTC Photo Metadata Standard,IPTC照片元数据标准,zh-CN
photo color label,照片颜色标签,zh-CN
stacked photo group,照片堆叠组,zh-CN
controlled vocabulary for photos,照片受控词表,zh-CN
near-duplicate photo detection,近似重复照片检测,zh-CN
International Color Consortium,国际色彩联盟,zh-CN
International Press Telecommunications Council,国际新闻电信理事会,zh-CN
Camera & Imaging Products Association,日本国际相机影像器材工业协会,zh-CN
Society for Imaging Science and Technology,影像科学与技术学会,zh-CN
Royal Photographic Society,英国皇家摄影学会,zh-CN
Professional Photographers of America,美国职业摄影师协会,zh-CN
National Press Photographers Association,美国全国新闻摄影师协会,zh-CN
Magnum Photos,玛格南图片社,zh-CN
World Press Photo Foundation,世界新闻摄影基金会,zh-CN
Aperture Foundation,光圈基金会,zh-CN
George Eastman Museum,乔治·伊士曼博物馆,zh-CN
International Center of Photography,国际摄影中心,zh-CN
Ansel Adams,安塞尔·亚当斯,zh-CN
Henri Cartier-Bresson,亨利·卡蒂埃-布列松,zh-CN
Robert Capa,罗伯特·卡帕,zh-CN
Gerda Taro,格尔达·塔罗,zh-CN
Dorothea Lange,多萝西娅·兰格,zh-CN
Walker Evans,沃克·埃文斯,zh-CN
Gordon Parks,戈登·帕克斯,zh-CN
W. Eugene Smith,W·尤金·史密斯,zh-CN
Margaret Bourke-White,玛格丽特·伯克-怀特,zh-CN
Susan Meiselas,苏珊·梅塞拉斯,zh-CN
Mary Ellen Mark,玛丽·艾伦·马克,zh-CN
Diane Arbus,黛安·阿勃丝,zh-CN
Richard Avedon,理查德·阿维顿,zh-CN
Irving Penn,欧文·佩恩,zh-CN
Helmut Newton,赫尔穆特·牛顿,zh-CN
Annie Leibovitz,安妮·莱博维茨,zh-CN
Peter Lindbergh,彼得·林德伯格,zh-CN
Robert Frank,罗伯特·弗兰克,zh-CN
Garry Winogrand,加里·维诺格兰德,zh-CN
Lee Friedlander,李·弗里德兰德,zh-CN
William Eggleston,威廉·埃格尔斯顿,zh-CN
Stephen Shore,斯蒂芬·肖尔,zh-CN
Saul Leiter,索尔·莱特,zh-CN
Daido Moriyama,森山大道,zh-CN
Hiroshi Sugimoto,杉本博司,zh-CN
Rinko Kawauchi,川内伦子,zh-CN
Fan Ho,何藩,zh-CN
Lang Jingshan,郎静山,zh-CN
Sebastião Salgado,塞巴斯蒂昂·萨尔加多,zh-CN
Steve McCurry,史蒂夫·麦凯瑞,zh-CN
James Nachtwey,詹姆斯·纳赫特韦,zh-CN
Don McCullin,唐·麦库林,zh-CN
Sally Mann,莎莉·曼,zh-CN
Cindy Sherman,辛迪·舍曼,zh-CN
Jeff Wall,杰夫·沃尔,zh-CN
Andreas Gursky,安德烈亚斯·古尔斯基,zh-CN
Bernd and Hilla Becher,贝恩德与希拉·贝歇,zh-CN
Edward Weston,爱德华·韦斯顿,zh-CN
Imogen Cunningham,伊莫金·坎宁安,zh-CN
Alfred Stieglitz,阿尔弗雷德·施蒂格利茨,zh-CN
Paul Strand,保罗·斯特兰德,zh-CN
Man Ray,曼·雷,zh-CN
Eadweard Muybridge,埃德沃德·迈布里奇,zh-CN
Étienne-Jules Marey,艾蒂安-朱尔·马雷,zh-CN
Nicéphore Niépce,尼塞福尔·尼埃普斯,zh-CN
Louis Daguerre,路易·达盖尔,zh-CN
William Henry Fox Talbot,威廉·亨利·福克斯·塔尔博特,zh-CN
George Eastman,乔治·伊士曼,zh-CN
Oskar Barnack,奥斯卡·巴纳克,zh-CN
Victor Hasselblad,维克多·哈苏,zh-CN
Harold Edgerton,哈罗德·尤金·埃杰顿,zh-CN
Robert W. Wood,罗伯特·威廉·伍德,zh-CN
Edwin H. Land,埃德温·赫伯特·兰德,zh-CN
