source,target,tgt_lng
nerve implantation,神经植入术,zh-CN
nerve block,神经阻滞,zh-CN
partial nephrectomy,肾部分切除术,zh-CN
pyonephrosis,肾积脓,zh-CN
renal colic,肾绞痛,zh-CN
renal tuberculosis,肾结核,zh-CN
renal calculi,肾结石,zh-CN
nephroblastoma,肾母细胞瘤,zh-CN
cortical abscesses of kidney,肾皮质脓肿,zh-CN
adrenal gland,肾上腺,zh-CN
adrenal incidentaloma,肾上腺偶发瘤,zh-CN
renal injuries,肾损伤,zh-CN
renal cell carcinoma,肾细胞癌,zh-CN
renovascular hypertension,肾血管性高血压,zh-CN
renal transplantation,肾移植,zh-CN
pancreas-after-kidney transplantation,肾移植后胰腺移植,zh-CN
ureteropelvic junction obstruction,肾盂输尿管连接处梗阻,zh-CN
renal tumor,肾肿瘤,zh-CN
perinephritis,肾周围炎,zh-CN
autonephrectomy,肾自截,zh-CN
somatostatin,生长抑素,zh-CN
germinoma,生殖细胞瘤,zh-CN
germ cell tumor,生殖细胞肿瘤,zh-CN
hemorrhagic shock,失血性休克,zh-CN
duodenal diverticulum,十二指肠憩室,zh-CN
endoscopic sphincterotomy,十二指肠乳头括约肌切开术,zh-CN
solid tumor,实体瘤,zh-CN
esophageal carcinoma,食管癌,zh-CN
benign esophageal tumors,食管良性肿瘤,zh-CN
diverticulum of the esophagus,食管憩室,zh-CN
intensity modulated radiotherapy,适形调强放射治疗,zh-CN
ependymoma,室管膜瘤,zh-CN
pheochromocytoma and paraganglioma,嗜铬细胞瘤/副神经节瘤,zh-CN
surgical site infection,手术部位感染,zh-CN
palmar suppurative tenosynovitis,手掌侧化脓性腱鞘炎,zh-CN
ureteral calculi,输尿管结石,zh-CN
ureteroscopy and nephroscopy,输尿管镜和肾镜检查,zh-CN
ureteroscope lithotripsy,输尿管镜碎石取石术,zh-CN
ureterovesical junction obstruction,输尿管膀胱连接处梗阻,zh-CN
ureteral injuries,输尿管损伤,zh-CN
blood transfusion,输血,zh-CN
transfusion-related acute lung injury,输血相关性急性肺损伤,zh-CN
transfusion associated graft versus host disease,输血相关移植物抗宿主病,zh-CN
digital subtraction angiography,数字减影血管造影,zh-CN
edema,水肿,zh-CN
water intoxication,水中毒,zh-CN
anterograde pyelography,顺行肾盂造影,zh-CN
laceration,撕裂伤,zh-CN
host versus graft reaction,宿主抗移植物反应,zh-CN
medulloblastoma,髓母细胞瘤,zh-CN
damage control resuscitation,损伤控制复苏,zh-CN
damage control surgery,损伤控制外科,zh-CN
damage-associated molecularpatterns,损伤诱发相关分子模式,zh-CN
glucocorticoid-remediable aldosteronism,糖皮质激素可抑制性醛固酮增多症,zh-CN
idiopathic hyperaldosteronism,特发性醛固酮增多症,zh-CN
stereotactic body radiotherapy,体部立体定向放射治疗,zh-CN
extracorporeal shock wave lithotripsy,体外冲击波碎石,zh-CN
in vitro fertilization-embryo transfer,体外受精胚胎移植技术,zh-CN
extracorporeal circulation,体外循环,zh-CN
cardiopulmonary bypass,体外循环,zh-CN
fluid exudation and reabsorptionphase,体液渗出与回吸收期,zh-CN
body mass index,体质指数,zh-CN
Forbes-Albright syndrome,停经溢乳综合征,zh-CN
hypoventilation,通气不足,zh-CN
simultaneous pancreas-kidney transplantation,同期胰肾联合移植,zh-CN
scalp laceration,头皮裂伤,zh-CN
scalp avulsion,头皮撕脱伤,zh-CN
exophthalmic goiter,突眼性甲状腺肿,zh-CN
dehydration,脱水,zh-CN
surgical infection,外科感染,zh-CN
surgical diseases,外科疾病,zh-CN
surgical science,外科学,zh-CN
peripheral nerve stimulation,外周神经电刺激术,zh-CN
totally extraperitoneal approach,完全经腹膜外路径的修补,zh-CN
carpal tunnel syndrome,腕管综合征,zh-CN
epiploic foramen,网膜孔,zh-CN
tennis elbow,网球肘,zh-CN
mesh grafting,网状皮移植,zh-CN
minimally invasive,微创,zh-CN
minimally invasive surgery,微创外科技术,zh-CN
minimally invasive medicine,微创医学,zh-CN
microskin grafting,微粒皮移植,zh-CN
Mini Nutritional Assessment,微型营养评定,zh-CN
microvascular decompression,微血管减压术,zh-CN
perioperative management,围手术期处理,zh-CN
gastric cancer,胃癌,zh-CN
gastrointestinal stromal tumors,胃肠道间质瘤,zh-CN
gastric injury,胃损伤,zh-CN
contaminated wound,污染伤口,zh-CN
sessile serrated adenoma/polyps,无蒂锯齿状腺瘤/息肉,zh-CN
SSA/P,无蒂锯齿状腺瘤/息肉,zh-CN
asepsis,无菌术,zh-CN
tension-free hernioplasty,无张力疝修补术,zh-CN
asymptomatic inflammatory prostatitis,无症状性前列腺炎,zh-CN
centipede bite,蜈蚣咬伤,zh-CN
inhalation anesthetics,吸入麻醉药,zh-CN
inhalation injury,吸入性损伤,zh-CN
hemodiluted autotransfusion,稀释式自体输血,zh-CN
intracellular fluid,细胞内液,zh-CN
extracellular fluid,细胞外液,zh-CN
cell transplantation,细胞移植,zh-CN
bacterial liver abscess,细菌性肝脓肿,zh-CN
craniostenosis,狭颅症,zh-CN
stenosing tenosynovitis,狭窄性腱鞘炎,zh-CN
lower urinary tract symptoms,下尿路症状,zh-CN
chronic venous insufficiency oflower limb,下肢慢性静脉功能不全,zh-CN
congenital syndactyly,先天性并指畸形,zh-CN
congenital malrotation of the intestine,先天性肠旋转不良,zh-CN
congenital biliary dilatation,先天性胆管扩张症,zh-CN
congenital hypertrophic pyloric,先天性肥厚性幽门狭窄,zh-CN
congenital ano-rectal malformation,先天性肛门直肠畸形,zh-CN
Klinefelter syndrome,先天性睾丸发育不全综合征,zh-CN
congenital muscular torticollis,先天性肌性斜颈,zh-CN
congenital megacolon,先天性巨结肠,zh-CN
congenital hydrocephalus,先天性脑积水,zh-CN
fibroxanthoma,纤维黄色瘤,zh-CN
microsurgery,显微外科,zh-CN
confine operation,限期手术,zh-CN
linear fracture,线形骨折,zh-CN
disinfection,消毒,zh-CN
small intestine injury,小肠损伤,zh-CN
bowel transplantation,小肠移植,zh-CN
small intestinal tumor,小肠肿瘤,zh-CN
scorpion sting,蝎蜇伤,zh-CN
myocardial contusion,心肌挫伤,zh-CN
myocardial depressant factor,心肌抑制因子,zh-CN
cardiac injury,心脏损伤,zh-CN
fresh frozen plasma,新鲜冰冻血浆,zh-CN
libido,性欲,zh-CN
tuberculosis of the chest wall,胸壁结核,zh-CN
tumor of the chest wall,胸壁肿瘤,zh-CN
thoracoabdominal injuries,胸腹联合伤,zh-CN
thymoma,胸腺瘤,zh-CN
shock,休克,zh-CN
supinator syndrome,旋后肌综合征,zh-CN
supination adduction,旋后内翻型,zh-CN
supination external rotation,旋后外旋型,zh-CN
pronation external rotation,旋前外旋型,zh-CN
pronation abduction,旋前外展型,zh-CN
tangential excision,削痂术,zh-CN
vascular malformation,血管畸形,zh-CN
endovascular treatment,血管内治疗,zh-CN
angiomyolipoma,血管平滑肌脂肪瘤,zh-CN
angiography,血管造影,zh-CN
plasma substitute,血浆代用品,zh-CN
hematospermia,血精,zh-CN
hematuria,血尿,zh-CN
hemopneumothorax,血气胸,zh-CN
seroma,血清肿,zh-CN
thromboangiitis obliterans,血栓闭塞性脉管炎,zh-CN
hematocrit,血细胞比容,zh-CN
thrombopoietin,血小板生成素,zh-CN
hemothorax,血胸,zh-CN
blood substitute,血液代用品,zh-CN
stress urinary incontinence,压力性尿失禁,zh-CN
subacute thyroiditis,亚急性甲状腺炎,zh-CN
moyamoya disease,烟雾病,zh-CN
delayed hemolytic transfusion reaction,延迟性溶血反应,zh-CN
combined spinal-epidural anesthesia,腰硬联合麻醉,zh-CN
lumbar spinal stenosis,腰椎管狭窄症,zh-CN
lumbar disc herniation,腰椎间盘突出症,zh-CN
nocturia,夜尿症,zh-CN
fluid resuscitation,液体复苏,zh-CN
iatrogenic bile duct injury,医源性胆管损伤,zh-CN
pancreatic injury,胰腺损伤,zh-CN
pancreas transplantation,胰腺移植,zh-CN
transplantation,移植,zh-CN
transplantation tolerance,移植免疫耐受,zh-CN
transplantation rejection,移植排斥反应,zh-CN
graft versus host reaction,移植物抗宿主反应,zh-CN
hereditary nonpolyposis colon cancer,遗传性非息肉病性结肠癌,zh-CN
enuresis,遗尿,zh-CN
sigmoid volvulus,乙状结肠扭转,zh-CN
ectopic corticotropic syndrome,异位 ACTH 综合征,zh-CN
ectopic testis,异位睾丸,zh-CN
ectopic ureters,异位输尿管开口,zh-CN
reducible hernia,易复性疝,zh-CN
penile cancer,阴茎癌,zh-CN
erection,阴茎勃起,zh-CN
penis injuries,阴茎损伤,zh-CN
balanoposthitis,阴茎头包皮炎,zh-CN
cryptorchidism,隐睾症,zh-CN
fluorescence in situ hybridization,荧光原位杂交,zh-CN
malnutrition,营养不良,zh-CN
undernutrition,营养不足,zh-CN
nutritional risk,营养风险,zh-CN
nutritional assessment,营养评价,zh-CN
stress fracture,应力骨折,zh-CN
epidural anesthesia,硬膜外间隙麻醉,zh-CN
dural arteriovenous fistula,硬脑膜动静脉瘘,zh-CN
epidural hematoma,硬脑膜外血肿,zh-CN
carbuncle,痈,zh-CN
predeposited autotransfusion,预存式自体输血,zh-CN
primary peritonitis,原发性腹膜炎,zh-CN
primary hyperparathyroidism,原发性甲状旁腺功能亢进,zh-CN
primary vesical calculi,原发性膀胱结石,zh-CN
primary hyperaldosteronism,原发性醛固酮增多症,zh-CN
primary lower extremity varicose veins,原发性下肢静脉曲张,zh-CN
primary lower extremity deep vein valve insufficiency,原发性下肢深静脉瓣膜功能不全,zh-CN
carcinoma in situ,原位癌,zh-CN
orthotopic liver transplantation,原位肝移植,zh-CN
metastasis,远处转移,zh-CN
chronic damage of locomotion system,运动系统慢性损伤,zh-CN
early goal directed therapy,早期达标治疗,zh-CN
early gastric cancer,早期胃癌,zh-CN
premature ejaculation,早泄,zh-CN
selective operation,择期手术,zh-CN
narrow band imaging,窄带成像技术,zh-CN
adhesive capsulitis,粘连性肩关节囊炎,zh-CN
war wound,战伤,zh-CN
tension pneumothorax,张力性气胸,zh-CN
artificial insemination with husband’s semen,丈夫精液人工授精,zh-CN
concussion,震荡伤,zh-CN
Surviving Sepsis Campaign,拯救脓毒症运动,zh-CN
normal perfusion pressure breakthrough,正常灌注压突破,zh-CN
positron emission tomography,正电子发射计算机断层扫描,zh-CN
injury of median nerve,正中神经损伤,zh-CN
Sertoli cell,支持细胞,zh-CN
bronchiectasis,支气管扩张,zh-CN
lipoma,脂肪瘤,zh-CN
rectum injury,直肠损伤,zh-CN
fracture of the metatarsal,跖骨骨折,zh-CN
fracture of the phalanx,趾骨骨折,zh-CN
mass spectrometry,质谱,zh-CN
epileptogenic zone,致痫灶,zh-CN
voided bladder two,中段尿,zh-CN
central venous pressure,中心静脉压,zh-CN
tumor,肿瘤,zh-CN
tumor marker,肿瘤标志物,zh-CN
tumor treating fields,肿瘤电场治疗,zh-CN
surgical oncology,肿瘤外科,zh-CN
intensive care unit,重症监测治疗病房,zh-CN
peripheral arterial aneurysm,周围动脉瘤,zh-CN
peripheral vascular trauma,周围血管损伤,zh-CN
axonotmesis,轴索中断,zh-CN
elbow tunnel syndrome,肘管综合征,zh-CN
subarachnoid hemorrhage,蛛网膜下腔出血,zh-CN
spinal anesthesia,蛛网膜下腔麻醉,zh-CN
active surveillance,主动监测,zh-CN
aortic insufficiency,主动脉瓣关闭不全,zh-CN
aortic stenosis,主动脉瓣狭窄,zh-CN
aortic dissection,主动脉夹层,zh-CN
Subjective Global Assessment,主观全面评定,zh-CN
major histocompatibility complex,主要组织相容性复合体,zh-CN
metastatic cancer of the liver,转移性肝癌,zh-CN
metastatic sarcoma of the liver,转移性肝肉瘤,zh-CN
intraspinal tumor,椎管内肿瘤,zh-CN
spontaneous pneumothorax,自发性气胸,zh-CN
autotransfusion,自身输血,zh-CN
autologous transfusion,自体输血,zh-CN
mediastinal cyst,纵隔囊肿,zh-CN
mediastinal flutter,纵隔扑动,zh-CN
mediastinal emphysema,纵隔气肿,zh-CN
tissue transplantation,组织移植,zh-CN
minimum alveolar concentration,最低肺泡有效浓度,zh-CN
bursitis of ischial tuberosity,坐骨结节滑囊炎,zh-CN
injury of sciatic nerve,坐骨神经损伤,zh-CN
