source,target,tgt_lng
toxic epidermal necrolysis,中毒性表皮坏死松解症,zh-CN
erythema multiforme major,重症多形红斑型药疹,zh-CN
severe cutaneous adverse drug reactions,重症药疹,zh-CN
cosmetic injection,注射美容,zh-CN
excoriation,抓痕,zh-CN
transforming growth factor,转化生长因子,zh-CN
transfer factor,转移因子,zh-CN
chromoblastomycosis,着色芽生菌病,zh-CN
purpuric drug eruption,紫癜型药疹,zh-CN
ultraviolet ray,紫外线,zh-CN
autosensitization dermatitis,自身敏感性皮炎,zh-CN
tinea pedis,足癣,zh-CN
azole,唑类,zh-CN
