source,target,tgt_lng
samples since midnight,自午夜起的采样数,zh-CN
tone oscillator,测试音振荡器,zh-CN
test tone,测试音,zh-CN
reference tone,参考电平测试音,zh-CN
line-up tone,校准测试音,zh-CN
1 kHz tone,1千赫测试音,zh-CN
tone level,测试音电平,zh-CN
slate microphone,报板话筒,zh-CN
talkback microphone,对讲话筒,zh-CN
headphone monitor,耳机监听,zh-CN
headphone mix,耳机监听混音,zh-CN
monitor mix,监听混音,zh-CN
monitor source,监听源,zh-CN
return monitor,返送监听,zh-CN
confidence monitoring,录制返听确认,zh-CN
input monitoring,输入监听,zh-CN
post-record monitoring,录后监听,zh-CN
pre-fade listen (PFL),推子前监听,zh-CN
audio metering,音频电平表监看,zh-CN
level meter,电平表,zh-CN
peak meter,峰值表,zh-CN
VU meter,VU表,zh-CN
peak hold,峰值保持,zh-CN
meter scale,电平表刻度,zh-CN
dBFS,相对于数字满刻度的分贝,zh-CN
dBu,dBu电压电平单位,zh-CN
dBV,dBV电压电平单位,zh-CN
LUFS,相对于满刻度的响度单位,zh-CN
peak level,峰值电平,zh-CN
RMS level,均方根电平,zh-CN
nominal operating level,标称工作电平,zh-CN
calibration level,校准电平,zh-CN
camera return,摄影机返听,zh-CN
return cable,返听线缆,zh-CN
breakaway cable,多芯快拆蛇线,zh-CN
snake cable,多芯音频蛇线,zh-CN
multicore cable,多芯线缆,zh-CN
timecode cable,时间码线,zh-CN
audio cable,音频线,zh-CN
balanced cable,平衡音频线,zh-CN
unbalanced cable,非平衡音频线,zh-CN
star quad cable,星绞四芯话筒线,zh-CN
cable shield,线缆屏蔽层,zh-CN
ground loop,接地回路,zh-CN
ground lift,断地开关,zh-CN
pin 1 problem,XLR一脚接地问题,zh-CN
cable tester,线缆测试仪,zh-CN
continuity test,导通测试,zh-CN
short circuit,短路,zh-CN
open circuit,开路,zh-CN
intermittent connection,间歇性接触不良,zh-CN
loose connector,连接器松动,zh-CN
dirty connector,连接器触点污损,zh-CN
connector strain,连接器受力,zh-CN
bad cable,故障线缆,zh-CN
swap the cable,更换线缆排查,zh-CN
signal flow,信号流,zh-CN
signal path,信号路径,zh-CN
fault isolation,故障隔离定位,zh-CN
monitor the source,监听源信号,zh-CN
check the return,检查返听,zh-CN
check the RF,检查射频状态,zh-CN
rain bag,防雨录音包罩,zh-CN
hearing protection,听力防护,zh-CN
safe listening level,安全监听电平,zh-CN
hearing fatigue,听觉疲劳,zh-CN
secure the boom,固定吊杆,zh-CN
RF exposure,射频暴露,zh-CN
acoustic noise,声学噪声,zh-CN
background noise,背景噪声,zh-CN
steady-state noise,稳态噪声,zh-CN
transient noise,瞬态噪声,zh-CN
impulse noise,脉冲噪声,zh-CN
broadband noise,宽带噪声,zh-CN
narrowband noise,窄带噪声,zh-CN
pink noise,粉红噪声,zh-CN
white noise,白噪声,zh-CN
brown noise,棕色噪声,zh-CN
plosive,爆破音,zh-CN
sibilance,齿音,zh-CN
mouth noise,口腔杂音,zh-CN
breath noise,呼吸声,zh-CN
footfall noise,脚步冲击声,zh-CN
structure-borne noise,固体传声噪声,zh-CN
airborne noise,空气传声噪声,zh-CN
impact noise,撞击噪声,zh-CN
standing wave,驻波,zh-CN
room mode,房间模态,zh-CN
flutter echo,颤动回声,zh-CN
slap echo,拍击回声,zh-CN
early reflections,早期反射声,zh-CN
late reflections,晚期反射声,zh-CN
reverberation time,混响时间,zh-CN
RT60,混响时间RT60,zh-CN
direct sound,直达声,zh-CN
reflected sound,反射声,zh-CN
diffuse field,扩散声场,zh-CN
free field,自由声场,zh-CN
near field,近场,zh-CN
far field,远场,zh-CN
room acoustics,室内声学,zh-CN
sound isolation,隔声,zh-CN
sound absorption,吸声,zh-CN
sound reflection,声反射,zh-CN
sound diffusion,声扩散,zh-CN
absorption coefficient,吸声系数,zh-CN
acoustic panel,吸声板,zh-CN
bass trap,低频陷阱,zh-CN
acoustic gobo,活动隔音屏,zh-CN
noise reduction,降噪,zh-CN
noise suppression,噪声抑制,zh-CN
noise cancellation,噪声抵消,zh-CN
signal bleed,串音,zh-CN
microphone bleed,话筒串音,zh-CN
crosstalk,串扰,zh-CN
microphone spill,话筒漏音,zh-CN
speech intelligibility,言语可懂度,zh-CN
tone quality,音质,zh-CN
thin sound,声音单薄,zh-CN
muffled sound,声音闷,zh-CN
harmonic distortion,谐波失真,zh-CN
crest factor,峰值因数,zh-CN
inverse-square law,平方反比定律,zh-CN
3-to-1 rule,三比一话筒摆位定律,zh-CN
acoustic feedback,声反馈,zh-CN
gain before feedback,啸叫前增益,zh-CN
feedback loop,反馈回路,zh-CN
phasey sound,相位感明显的声音,zh-CN
hollow sound,空洞感声音,zh-CN
sync pop,同步爆点,zh-CN
two-pop,两秒同步爆点,zh-CN
tail pop,尾部同步爆点,zh-CN
production audio,同期录音素材,zh-CN
original production audio,原始同期录音素材,zh-CN
dialogue track,对白音轨,zh-CN
production dialogue,同期对白,zh-CN
usable dialogue,可用对白,zh-CN
clean dialogue,干净对白,zh-CN
off-mic dialogue,离话筒对白,zh-CN
on-mic dialogue,正对话筒的对白,zh-CN
overlapping dialogue,重叠对白,zh-CN
ad-lib,即兴台词,zh-CN
voice cue,语音提示,zh-CN
sync reference track,声画同步参考轨,zh-CN
Sound Devices 8-Series,Sound Devices 8-Series,zh-CN
Sound Devices Scorpio,Sound Devices Scorpio,zh-CN
Sound Devices 888,Sound Devices 888,zh-CN
Sound Devices 833,Sound Devices 833,zh-CN
Sound Devices 688,Sound Devices 688,zh-CN
Sound Devices 664,Sound Devices 664,zh-CN
Sound Devices 633,Sound Devices 633,zh-CN
Sound Devices 788T,Sound Devices 788T,zh-CN
Sound Devices 744T,Sound Devices 744T,zh-CN
Sound Devices MixPre-10 II,Sound Devices MixPre-10 II,zh-CN
Sound Devices MixPre-6 II,Sound Devices MixPre-6 II,zh-CN
Sound Devices MixPre-3 II,Sound Devices MixPre-3 II,zh-CN
Sound Devices CL-16,Sound Devices CL-16,zh-CN
Sound Devices CL-12,Sound Devices CL-12,zh-CN
Sound Devices SL-2,Sound Devices SL-2,zh-CN
Sound Devices XL-AES,Sound Devices XL-AES,zh-CN
Sound Devices Astral Wireless,Sound Devices Astral Wireless,zh-CN
Sound Devices Astral ARX32,Sound Devices Astral ARX32,zh-CN
Sound Devices Astral ARX16,Sound Devices Astral ARX16,zh-CN
Sound Devices Astral ARX8,Sound Devices Astral ARX8,zh-CN
Sound Devices Astral Mini,Sound Devices Astral Mini,zh-CN
Sound Devices Astral TX,Sound Devices Astral TX,zh-CN
Sound Devices A20-Nexus,Sound Devices A20-Nexus,zh-CN
Sound Devices A20-Nexus Go,Sound Devices A20-Nexus Go,zh-CN
Sound Devices A20-SuperNexus,Sound Devices A20-SuperNexus,zh-CN
Sound Devices A20-Mini,Sound Devices A20-Mini,zh-CN
Sound Devices A20-TX,Sound Devices A20-TX,zh-CN
Sound Devices A20-QuickDock,Sound Devices A20-QuickDock,zh-CN
Sound Devices A10-TX,Sound Devices A10-TX,zh-CN
Sound Devices A10-RX,Sound Devices A10-RX,zh-CN
Sound Devices MixAssist,Sound Devices MixAssist,zh-CN
Sound Devices NoiseAssist,Sound Devices NoiseAssist,zh-CN
CEDAR sdnx,CEDAR sdnx,zh-CN
Dugan Automixing,Dugan Automixing,zh-CN
Sound Devices PowerSafe,Sound Devices PowerSafe,zh-CN
Sound Devices QuickBoot,Sound Devices QuickBoot,zh-CN
Sound Devices SD-Remote,Sound Devices SD-Remote,zh-CN
Sound Devices Wingman,Sound Devices Wingman,zh-CN
Sound Devices Wave Agent,Sound Devices Wave Agent,zh-CN
Lectrosonics,Lectrosonics,zh-CN
Lectrosonics Digital Hybrid Wireless,Lectrosonics Digital Hybrid Wireless,zh-CN
Lectrosonics D Squared,Lectrosonics D Squared,zh-CN
Lectrosonics DSR4,Lectrosonics DSR4,zh-CN
Lectrosonics DSR,Lectrosonics DSR,zh-CN
Lectrosonics DCR822,Lectrosonics DCR822,zh-CN
Lectrosonics DSQD,Lectrosonics DSQD,zh-CN
Lectrosonics SRc,Lectrosonics SRc,zh-CN
Lectrosonics Venue 2,Lectrosonics Venue 2,zh-CN
Lectrosonics SMWB,Lectrosonics SMWB,zh-CN
Lectrosonics SMDWB,Lectrosonics SMDWB,zh-CN
Lectrosonics DBSM,Lectrosonics DBSM,zh-CN
Lectrosonics DBSMD,Lectrosonics DBSMD,zh-CN
Lectrosonics DPR-A,Lectrosonics DPR-A,zh-CN
Lectrosonics DCHT,Lectrosonics DCHT,zh-CN
Lectrosonics HMa,Lectrosonics HMa,zh-CN
Lectrosonics LT,Lectrosonics LT,zh-CN
Lectrosonics M2 Duet,Lectrosonics M2 Duet,zh-CN
Lectrosonics M2R,Lectrosonics M2R,zh-CN
Lectrosonics M2T,Lectrosonics M2T,zh-CN
Lectrosonics Wireless Designer,Lectrosonics Wireless Designer,zh-CN
Lectrosonics SmartTune,Lectrosonics SmartTune,zh-CN
Lectrosonics SmartNR,Lectrosonics SmartNR,zh-CN
LectroRM,LectroRM,zh-CN
dweedle tone,Lectrosonics声学遥控音,zh-CN
Zaxcom,Zaxcom,zh-CN
Zaxcom Nova 2,Zaxcom Nova 2,zh-CN
Zaxcom Nova,Zaxcom Nova,zh-CN
Zaxcom Deva 24,Zaxcom Deva 24,zh-CN
Zaxcom Nomad 12,Zaxcom Nomad 12,zh-CN
Zaxcom ZMT4,Zaxcom ZMT4,zh-CN
Zaxcom ZMT4-X,Zaxcom ZMT4-X,zh-CN
Zaxcom ZMT4-Flex,Zaxcom ZMT4-Flex,zh-CN
Zaxcom ZMT4-HM,Zaxcom ZMT4-HM,zh-CN
Zaxcom TRXLA5,Zaxcom TRXLA5,zh-CN
Zaxcom TRX745,Zaxcom TRX745,zh-CN
Zaxcom TRXCL5 Camera Link,Zaxcom TRXCL5 Camera Link,zh-CN
Zaxcom MRX414,Zaxcom MRX414,zh-CN
Zaxcom MRX214,Zaxcom MRX214,zh-CN
Zaxcom QRX200,Zaxcom QRX200,zh-CN
Zaxcom RX-12,Zaxcom RX-12,zh-CN
Zaxcom RX-8,Zaxcom RX-8,zh-CN
Zaxcom ERX3TCD,Zaxcom ERX3TCD,zh-CN
Zaxcom ZaxNet,Zaxcom ZaxNet,zh-CN
Zaxcom NeverClip,Zaxcom NeverClip,zh-CN
Zaxcom MARF II,Zaxcom MARF II,zh-CN
Zaxcom recording wireless,Zaxcom recording wireless,zh-CN
Zaxcom ZaxConvert,Zaxcom ZaxConvert,zh-CN
Wisycom,Wisycom,zh-CN
Wisycom MCR54,Wisycom MCR54,zh-CN
Wisycom MCR54-D,Wisycom MCR54-D,zh-CN
Wisycom MPR52-ENG,Wisycom MPR52-ENG,zh-CN
Wisycom MPR60,Wisycom MPR60,zh-CN
Wisycom MTP61,Wisycom MTP61,zh-CN
Wisycom MTP60,Wisycom MTP60,zh-CN
Wisycom MTP40S,Wisycom MTP40S,zh-CN
Wisycom MTB40S,Wisycom MTB40S,zh-CN
Wisycom Manager,Wisycom Manager,zh-CN
Audio Limited A10,Audio Limited A10,zh-CN
Audio Limited A10-TX,Audio Limited A10-TX,zh-CN
Audio Limited A10-RX,Audio Limited A10-RX,zh-CN
Sennheiser,森海塞尔,zh-CN
Sennheiser MKH 416-P48U3,Sennheiser MKH 416-P48U3,zh-CN
Sennheiser MKH 8060,Sennheiser MKH 8060,zh-CN
Sennheiser MKH 8070,Sennheiser MKH 8070,zh-CN
Sennheiser MKH 8050,Sennheiser MKH 8050,zh-CN
Sennheiser MKH 8040,Sennheiser MKH 8040,zh-CN
Sennheiser MKH 8030,Sennheiser MKH 8030,zh-CN
Sennheiser MKH 8018,Sennheiser MKH 8018,zh-CN
Sennheiser EK 6042,Sennheiser EK 6042,zh-CN
Sennheiser SK 6212,Sennheiser SK 6212,zh-CN
Sennheiser SK 5212-II,Sennheiser SK 5212-II,zh-CN
Sennheiser EW-DP,Sennheiser EW-DP,zh-CN
Sennheiser Wireless Systems Manager,Sennheiser Wireless Systems Manager,zh-CN
SCHOEPS,SCHOEPS,zh-CN
SCHOEPS CMIT 5,SCHOEPS CMIT 5,zh-CN
SCHOEPS MiniCMIT,SCHOEPS MiniCMIT,zh-CN
SCHOEPS SuperCMIT,SCHOEPS SuperCMIT,zh-CN
SCHOEPS CMC 6 + MK 41,SCHOEPS CMC 6 + MK 41,zh-CN
SCHOEPS CMC 1 + MK 41,SCHOEPS CMC 1 + MK 41,zh-CN
SCHOEPS CCM 41,SCHOEPS CCM 41,zh-CN
SCHOEPS CMC 1 + MK 8,SCHOEPS CMC 1 + MK 8,zh-CN
SCHOEPS CCM 8,SCHOEPS CCM 8,zh-CN
SCHOEPS RFI Shield,SCHOEPS RFI Shield,zh-CN
Sanken,三研,zh-CN
Sanken COS-11D,Sanken COS-11D,zh-CN
Sanken CS-3e,Sanken CS-3e,zh-CN
Sanken CS-2,Sanken CS-2,zh-CN
Sanken CS-1e,Sanken CS-1e,zh-CN
Sanken CUB-01,Sanken CUB-01,zh-CN
Sanken CSS-5,Sanken CSS-5,zh-CN
Sanken CMS-50,Sanken CMS-50,zh-CN
DPA Microphones,DPA Microphones,zh-CN
DPA 4060 CORE,DPA 4060 CORE,zh-CN
DPA 4061 CORE,DPA 4061 CORE,zh-CN
DPA 6060 CORE Subminiature,DPA 6060 CORE Subminiature,zh-CN
DPA 6061 CORE Subminiature,DPA 6061 CORE Subminiature,zh-CN
DPA 4017C,DPA 4017C,zh-CN
DPA 4017B,DPA 4017B,zh-CN
DPA 4018C,DPA 4018C,zh-CN
Neumann,纽曼,zh-CN
Neumann KMR 81 i,Neumann KMR 81 i,zh-CN
Neumann KMR 82 i,Neumann KMR 82 i,zh-CN
Shure,舒尔,zh-CN
Shure Axient Digital,Shure Axient Digital,zh-CN
Shure ADX5D,Shure ADX5D,zh-CN
Shure ADX1M,Shure ADX1M,zh-CN
Shure Wireless Workbench,Shure Wireless Workbench,zh-CN
Countryman B6,Countryman B6,zh-CN
Countryman B3,Countryman B3,zh-CN
Tram TR50,Tram TR50,zh-CN
Voice Technologies VT-506,Voice Technologies VT-506,zh-CN
Deity Microphones,Deity Microphones,zh-CN
Deity W.Lav Pro,Deity W.Lav Pro,zh-CN
Deity S-Mic 2,Deity S-Mic 2,zh-CN
Deity Theos Digital Wireless,Deity Theos Digital Wireless,zh-CN
Deity TC-1,Deity TC-1,zh-CN
Deity TC-SL1,Deity TC-SL1,zh-CN
Deity Sidus Audio,Deity Sidus Audio,zh-CN
Rycote,Rycote,zh-CN
Rycote Modular Windshield,Rycote Modular Windshield,zh-CN
Rycote Cyclone Windshield,Rycote Cyclone Windshield,zh-CN
Rycote Nano Shield,Rycote Nano Shield,zh-CN
Rycote Classic Softie,Rycote Classic Softie,zh-CN
Rycote Super-Softie,Rycote Super-Softie,zh-CN
Rycote InVision,Rycote InVision,zh-CN
Cinela,Cinela,zh-CN
Cinela PIANO,Cinela PIANO,zh-CN
Cinela PIANISSIMO,Cinela PIANISSIMO,zh-CN
Cinela COSI,Cinela COSI,zh-CN
Cinela OSIX,Cinela OSIX,zh-CN
Bubblebee Industries,Bubblebee Industries,zh-CN
Bubblebee The Spacer Bubble,Bubblebee The Spacer Bubble,zh-CN
Bubblebee The Windkiller,Bubblebee The Windkiller,zh-CN
Bubblebee The Lav Concealer,Bubblebee The Lav Concealer,zh-CN
URSA Straps,URSA Straps,zh-CN
URSA MiniMount,URSA MiniMount,zh-CN
Viviana Straps,Viviana Straps,zh-CN
Viviana Cloud,Viviana Cloud,zh-CN
K-Tek,K-Tek,zh-CN
K-Tek KlassicPro,K-Tek KlassicPro,zh-CN
Ambient QuickPole,Ambient QuickPole,zh-CN
Ambient C-Jam,Ambient C-Jam,zh-CN
Ambient LockitToolbox,Ambient LockitToolbox,zh-CN
Tentacle Sync,Tentacle Sync,zh-CN
Tentacle TRACK E,Tentacle TRACK E,zh-CN
Tentacle TIMEBAR,Tentacle TIMEBAR,zh-CN
Tentacle Setup App,Tentacle Setup App,zh-CN
Denecke,Denecke,zh-CN
Denecke TS-C,Denecke TS-C,zh-CN
Denecke TS-3,Denecke TS-3,zh-CN
Denecke SB-4,Denecke SB-4,zh-CN
BETSO,BETSO,zh-CN
BETSO WTCS-1,BETSO WTCS-1,zh-CN
BETSO TCX-2N,BETSO TCX-2N,zh-CN
BETSO SBOX-2RF,BETSO SBOX-2RF,zh-CN
BETSO RF OCTOPUS,BETSO RF OCTOPUS,zh-CN
BETSO BOWTIE,BETSO BOWTIE,zh-CN
Aaton Digital,Aaton Digital,zh-CN
Aaton Cantar X3,Aaton Cantar X3,zh-CN
Aaton CantarMini,Aaton CantarMini,zh-CN
Sonosax,Sonosax,zh-CN
Sonosax SX-R4+,Sonosax SX-R4+,zh-CN
Sonosax SX-AD8+,Sonosax SX-AD8+,zh-CN
Nagra,Nagra,zh-CN
Nagra IV-S,Nagra IV-S,zh-CN
Nagra 4.2,Nagra 4.2,zh-CN
Nagra VI,Nagra VI,zh-CN
Stellavox SP8,Stellavox SP8,zh-CN
Zoom F8n Pro,Zoom F8n Pro,zh-CN
Zoom F6,Zoom F6,zh-CN
Fostex PD-6,Fostex PD-6,zh-CN
HHB Portadat,HHB Portadat,zh-CN
Sony PCM-7040,Sony PCM-7040,zh-CN
PSC,PSC,zh-CN
AudioRoot,AudioRoot,zh-CN
Hawk-Woods,Hawk-Woods,zh-CN
Orca Bags,Orca Bags,zh-CN
PortaBrace,PortaBrace,zh-CN
Kortwich,Kortwich,zh-CN
RF Venue,RF Venue,zh-CN
SoundBase,SoundBase,zh-CN
FreqFinder,FreqFinder,zh-CN
TXAdvance,TXAdvance,zh-CN
IAS Intermodulation Analysis System,IAS Intermodulation Analysis System,zh-CN
MovieSlate,MovieSlate,zh-CN
Arm All Tracks,所有轨道进入录音待命,zh-CN
Disarm All Tracks,取消所有轨道录音待命,zh-CN
Set Timecode Generator,设置时间码发生器,zh-CN
Timecode Mode,时间码模式,zh-CN
External Timecode Auto-Record,外部时间码自动触发录音,zh-CN
Create Sound Report,生成录音报告,zh-CN
Edit Next Take,编辑下一条元数据,zh-CN
Increment Take Number,条次号加一,zh-CN
Rename Last Take,重命名上一条录音,zh-CN
Circle Last Take,圈选上一条录音,zh-CN
Delete Last Take,删除上一条录音,zh-CN
Mark False Take,将上一条标记为废条,zh-CN
Format Recording Media,格式化录音存储介质,zh-CN
Mirror Recording Media,镜像录制到备用介质,zh-CN
Copy Files to Mirror Media,复制文件至镜像介质,zh-CN
Repair Interrupted Recording,修复意外中断的录音文件,zh-CN
Set Track Names,设置轨道名称,zh-CN
Set Scene and Take,设置场次与条次,zh-CN
Route Inputs to ISO Tracks,将输入路由至独立分轨,zh-CN
Send Tone to Outputs,向输出发送测试音,zh-CN
Enable Slate Mic,启用通话话筒,zh-CN
Firmware Update,固件更新,zh-CN
Factory Reset,恢复出厂设置,zh-CN
Scan New Frequency List,扫描新的可用频率列表,zh-CN
Synchronize Transmitter via Infrared,通过红外同步发射机,zh-CN
Set Transmitter RF Power,设置发射机射频功率,zh-CN
Set Receiver Squelch,设置接收机静噪门限,zh-CN
Export Frequency Coordination,导出频率协调方案,zh-CN
SuperSlot,SuperSlot无线接收机槽位标准,zh-CN
UniSlot,UniSlot槽式无线接收机接口,zh-CN
25-pin D-sub connector,25针D-sub连接器,zh-CN
DB25 connector,DB25连接器,zh-CN
XLR-3 connector,三针XLR连接器,zh-CN
XLR-5 connector,五针XLR连接器,zh-CN
TA3M connector,TA3M三针迷你XLR公头,zh-CN
TA4F connector,TA4F四针迷你XLR母头,zh-CN
TA5M connector,TA5M五针迷你XLR公头,zh-CN
5-pin LEMO timecode connector,五针LEMO时间码连接器,zh-CN
4-pin Hirose power connector,四针Hirose电源连接器,zh-CN
3.5 mm TRS connector,3.5毫米TRS连接器,zh-CN
3.5 mm TRRS connector,3.5毫米TRRS连接器,zh-CN
6.35 mm TRS connector,6.35毫米TRS连接器,zh-CN
RJ45 connector,RJ45网络连接器,zh-CN
USB-C connector,USB-C连接器,zh-CN
SMPTE,美国电影电视工程师协会,zh-CN
SMPTE ST 12-1,SMPTE ST 12-1 时间码标准,zh-CN
Audio Engineering Society,音频工程学会,zh-CN
AES31,AES31 音频工程数据交换标准,zh-CN
European Broadcasting Union,欧洲广播联盟,zh-CN
EBU Tech 3285,EBU Tech 3285 广播波形格式规范,zh-CN
Institute of Broadcast Sound,英国广播声音学会,zh-CN
iXML specification,iXML制作录音元数据规范,zh-CN
IEC 61938,IEC 61938音频接口与幻象供电标准,zh-CN
IEC 60268-4,IEC 60268-4话筒测量标准,zh-CN
Federal Communications Commission,美国联邦通信委员会,zh-CN
International Telecommunication Union,国际电信联盟,zh-CN
Ministry of Industry and Information Technology,中华人民共和国工业和信息化部,zh-CN
Walter Murch,沃尔特·默奇,zh-CN
Ben Burtt,本·伯特,zh-CN
Randy Thom,兰迪·汤姆,zh-CN
Gary Rydstrom,加里·里德斯特罗姆,zh-CN
Alan Splet,艾伦·斯普莱特,zh-CN
Skip Lievsay,斯基普·利夫赛,zh-CN
Willie D. Burton,威利·D·伯顿,zh-CN
Russell Williams II,拉塞尔·威廉斯二世,zh-CN
Mark Ulano,马克·乌拉诺,zh-CN
Tod A. Maitland,托德·A·梅特兰,zh-CN
Peter J. Devlin,彼得·J·德夫林,zh-CN
John Midgley,约翰·米奇利,zh-CN
Simon Hayes,西蒙·海斯,zh-CN
Ivan Sharrock,伊万·沙洛克,zh-CN
Simon Kaye,西蒙·凯,zh-CN
William B. Kaplan,威廉·B·卡普兰,zh-CN
Murray Spivack,默里·斯皮瓦克,zh-CN
Ray Dolby,雷·杜比,zh-CN
Stefan Kudelski,斯特凡·库德尔斯基,zh-CN
Georg Neumann,格奥尔格·诺伊曼,zh-CN
Fritz Sennheiser,弗里茨·森海塞尔,zh-CN
bidirectional polar pattern,8字形指向性,zh-CN
microphone on-axis response,话筒轴向响应,zh-CN
microphone off-axis response,话筒离轴响应,zh-CN
audio level metering,音频电平计量,zh-CN
earwig earpiece,隐形耳返,zh-CN
sound-report take notes,录音报告条次备注,zh-CN
NO_GOOD,不采用标记,zh-CN
dead cat windscreen,毛绒防风罩,zh-CN
TV white space,电视空白频段,zh-CN
RF white space,射频空白频段,zh-CN
RF site survey,现场射频勘测,zh-CN
RF line-of-sight path,射频视距传播路径,zh-CN
wireless effective range,无线系统有效传输距离,zh-CN
microphone diaphragm,话筒振膜,zh-CN
microphone sweet spot,话筒最佳拾音位置,zh-CN
polar-pattern null,极性图零拾音点,zh-CN
car sound rig,车戏录音装置,zh-CN
receiver squelch,接收机静噪功能,zh-CN
compressor soft knee,压缩器软拐点,zh-CN
compressor hard knee,压缩器硬拐点,zh-CN
compressor attack time,压缩器启动时间,zh-CN
compressor release time,压缩器释放时间,zh-CN
free-run timecode,自由运行时间码,zh-CN
record-run timecode,录制运行时间码,zh-CN
automatic picture-sound sync,自动声画同步,zh-CN
audio pull-up,音频提速变调匹配,zh-CN
audio pull-down,音频降速变调匹配,zh-CN
BWF OriginatorReference,BWF 来源设备唯一标识,zh-CN
BWF TimeReference,BWF 时间参考采样数,zh-CN
comms mic,通话话筒,zh-CN
camera audio umbilical cable,摄影机音频脐带线,zh-CN
audio signals in phase,音频信号同相,zh-CN
audio signals out of phase,音频信号相位不一致,zh-CN
Sennheiser MKH 50-P48,Sennheiser MKH 50-P48,zh-CN
Wisycom MTP61 XL,Wisycom MTP61 XL,zh-CN
Tentacle SYNC E mkII,Tentacle SYNC E mkII,zh-CN
MOS shot,无同期声镜头,zh-CN
shoot MOS,无同期声拍摄,zh-CN
