source,target,tgt_lng
verified account,已认证账户,zh-CN
sponsored content,赞助内容,zh-CN
United Nations (UN),联合国 UN,zh-CN
World Health Organization (WHO),世界卫生组织 WHO,zh-CN
World Trade Organization (WTO),世界贸易组织 WTO,zh-CN
World Bank Group,世界银行集团,zh-CN
European Union (EU),欧洲联盟 EU,zh-CN
North Atlantic Treaty Organization (NATO),北大西洋公约组织 NATO,zh-CN
Organisation for Economic Co-operation and Development (OECD),经济合作与发展组织 OECD,zh-CN
International Labour Organization (ILO),国际劳工组织 ILO,zh-CN
International Civil Aviation Organization (ICAO),国际民用航空组织 ICAO,zh-CN
International Air Transport Association (IATA),国际航空运输协会 IATA,zh-CN
International Organization for Standardization (ISO),国际标准化组织 ISO,zh-CN
Internal Revenue Service (IRS),美国国税局 IRS,zh-CN
Transportation Security Administration (TSA),美国运输安全管理局 TSA,zh-CN
Department of Motor Vehicles (DMV),机动车辆管理局 DMV,zh-CN
Social Security Administration (SSA),美国社会保障局 SSA,zh-CN
Centers for Disease Control and Prevention (CDC),美国疾病控制与预防中心 CDC,zh-CN
Food and Drug Administration (FDA),美国食品药品监督管理局 FDA,zh-CN
United States Postal Service (USPS),美国邮政署 USPS,zh-CN
National Weather Service (NWS),美国国家气象局 NWS,zh-CN
Federal Emergency Management Agency (FEMA),美国联邦紧急事务管理署 FEMA,zh-CN
Consumer Financial Protection Bureau (CFPB),美国消费者金融保护局 CFPB,zh-CN
