source,target,tgt_lng
heterogeneous multicore processor,异构多核处理器,zh-CN
processor package power,处理器封装功耗,zh-CN
processor power limit,处理器功耗限制,zh-CN
clock gating,时钟门控,zh-CN
power-delivery network,供电网络,zh-CN
voltage regulator module,电压调节模块,zh-CN
power-supply transient response,电源瞬态响应,zh-CN
maximum junction temperature,最高结温,zh-CN
thermal resistance junction-to-case,结到外壳热阻,zh-CN
integrated heat spreader,集成散热顶盖,zh-CN
vapor chamber cooler,均热板散热器,zh-CN
heat-pipe cooler,热管散热器,zh-CN
GPU streaming multiprocessor,GPU 流式多处理器,zh-CN
GPU warp scheduler,GPU 线程束调度器,zh-CN
GPU wavefront,GPU 波前,zh-CN
GPU thread block,GPU 线程块,zh-CN
GPU register pressure,GPU 寄存器压力,zh-CN
GPU shared memory,GPU 共享内存,zh-CN
GPU global memory,GPU 全局内存,zh-CN
GPU bank conflict,GPU 存储体冲突,zh-CN
GPU kernel launch,GPU 内核启动,zh-CN
GPU asynchronous copy,GPU 异步复制,zh-CN
systolic array,脉动阵列,zh-CN
floating-point operations per second,每秒浮点运算次数,zh-CN
tera operations per second,每秒万亿次运算,zh-CN
FP32 floating-point format,FP32 单精度浮点格式,zh-CN
BF16 floating-point format,BF16 浮点格式,zh-CN
FP16 floating-point format,FP16 半精度浮点格式,zh-CN
FP4 floating-point format,FP4 四位浮点格式,zh-CN
INT4 integer format,INT4 四位整数格式,zh-CN
floating-point accumulation precision,浮点累加精度,zh-CN
semiconductor die,半导体裸片,zh-CN
wafer yield,晶圆良率,zh-CN
die yield,裸片良率,zh-CN
wafer-level packaging,晶圆级封装,zh-CN
through-silicon via,硅通孔,zh-CN
silicon interposer,硅中介层,zh-CN
2.5D chip packaging,2.5D 芯片封装,zh-CN
hybrid bonding,混合键合,zh-CN
die stacking,裸片堆叠,zh-CN
chiplet interconnect protocol,小芯片互连协议,zh-CN
CoWoS packaging,CoWoS 先进封装,zh-CN
EMIB packaging,EMIB 嵌入式多裸片互连桥封装,zh-CN
Infinity Fabric interconnect,Infinity Fabric 互连,zh-CN
single-rank memory module,单 Rank 内存模组,zh-CN
dual-rank memory module,双 Rank 内存模组,zh-CN
memory command rate,内存命令率,zh-CN
RAS-to-CAS delay,行地址到列地址延迟,zh-CN
row precharge time,行预充电时间,zh-CN
memory refresh interval,内存刷新间隔,zh-CN
DDR5 on-die error correction,DDR5 裸片内纠错,zh-CN
DDR5 power-management integrated circuit,DDR5 电源管理集成电路,zh-CN
LPDDR5 memory,LPDDR5 低功耗内存,zh-CN
HBM3 memory,HBM3 高带宽内存,zh-CN
HBM3E memory,HBM3E 高带宽内存,zh-CN
memory access pattern,内存访问模式,zh-CN
cache-coherent NUMA,缓存一致性 NUMA,zh-CN
CXL.io protocol,CXL.io 协议,zh-CN
CXL.mem protocol,CXL.mem 协议,zh-CN
CXL Type 2 device,CXL Type 2 设备,zh-CN
CXL Type 3 device,CXL Type 3 内存设备,zh-CN
CXL memory expansion,CXL 内存扩展,zh-CN
PCI Express data-link layer,PCI Express 数据链路层,zh-CN
PCI Express physical layer,PCI Express 物理层,zh-CN
PCIe endpoint device,PCIe 端点设备,zh-CN
PCIe resizable BAR,PCIe 可调整基址寄存器,zh-CN
PCIe advanced error reporting,PCIe 高级错误报告,zh-CN
PCIe peer-to-peer transaction,PCIe 点对点事务,zh-CN
NVMe completion queue,NVMe 完成队列,zh-CN
NVMe namespace,NVMe命名空间,zh-CN
NVMe multipath I/O,NVMe 多路径 I/O,zh-CN
NVMe zoned namespace,NVMe 分区命名空间,zh-CN
M.2 2280 form factor,M.2 2280 外形规格,zh-CN
M.2 2230 form factor,M.2 2230 外形规格,zh-CN
U.3 storage interface,U.3 存储接口,zh-CN
EDSFF E3.S form factor,EDSFF E3.S 外形规格,zh-CN
SATA revision 3.0,SATA Revision 3.0 标准,zh-CN
SAS expander,SAS 扩展器,zh-CN
power-loss protection,断电保护,zh-CN
flash-translation layer,闪存转换层,zh-CN
NAND retention error,NAND 数据保持错误,zh-CN
NAND bad-block management,NAND 坏块管理,zh-CN
single-bit error correction,单比特错误纠正,zh-CN
USB4 tunneling protocol,USB4 隧道传输协议,zh-CN
USB Type-C alternate mode,USB Type-C 替代模式,zh-CN
USB Type-C configuration channel,USB Type-C 配置通道,zh-CN
USB Power Delivery programmable power supply,USB PD 可编程电源,zh-CN
DisplayPort Multi-Stream Transport,DisplayPort 多流传输,zh-CN
DisplayPort Alternate Mode,DisplayPort 替代模式,zh-CN
HDMI Fixed Rate Link,HDMI 固定速率链路,zh-CN
Intel Gaudi 3 AI accelerator,Intel Gaudi 3 AI 加速器,zh-CN
Intel Xeon 6 processor,Intel Xeon 6 处理器,zh-CN
