source,target,tgt_lng
Corroded Fossil,腐蚀化石,zh-CN
Cosmic Fragment,寰宇碎片,zh-CN
Costly Curio,无价之宝,zh-CN
Council of Cats,猫咪议会,zh-CN
Coveted Possession,饥渴之占,zh-CN
Crescent Splinter,新月裂片,zh-CN
Crimson Oil,绯红圣油,zh-CN
Crusader's Exalted Orb,圣战者的崇高石,zh-CN
Crystallised Rancour,憎恨结晶,zh-CN
Cursed Words,恶言诅咒,zh-CN
Damnation,咒缚,zh-CN
Dark Dreams,黑暗之梦,zh-CN
Dark Temptation,黑暗的引诱,zh-CN
Darker Half,黑暗半面,zh-CN
Deadly Joy,致命之愉,zh-CN
Deafening Essence of Anger,愤怒之破空精华,zh-CN
Deafening Essence of Anguish,煎熬之破空精华,zh-CN
Deafening Essence of Contempt,轻视之破空精华,zh-CN
Deafening Essence of Doubt,疑惑之破空精华,zh-CN
Deafening Essence of Dread,忌惮之破空精华,zh-CN
Deafening Essence of Envy,忌妒之破空精华,zh-CN
Deafening Essence of Fear,恐惧之破空精华,zh-CN
Deafening Essence of Greed,贪婪之破空精华,zh-CN
Deafening Essence of Hatred,憎恨之破空精华,zh-CN
Deafening Essence of Loathing,厌恶之破空精华,zh-CN
Deafening Essence of Misery,凄惨之破空精华,zh-CN
Deafening Essence of Rage,肆虐之破空精华,zh-CN
Deafening Essence of Scorn,傲视之破空精华,zh-CN
Deafening Essence of Sorrow,哀惜之破空精华,zh-CN
Deafening Essence of Spite,刻毒之破空精华,zh-CN
Deafening Essence of Suffering,苦难之破空精华,zh-CN
Deafening Essence of Torment,折磨之破空精华,zh-CN
Deafening Essence of Woe,悲痛之破空精华,zh-CN
Deafening Essence of Wrath,雷霆之破空精华,zh-CN
Deafening Essence of Zeal,热情之破空精华,zh-CN
Death,死亡,zh-CN
Deathly Designs,致命谋划,zh-CN
Decaying Fragment,枯败碎片,zh-CN
Dedication to the Goddess,女神祭献,zh-CN
Deft Fossil,机巧化石,zh-CN
Delirium Orb,雾魇宝珠,zh-CN
Delirium Scarab,惊悸迷雾圣甲虫,zh-CN
Delirium Scarab of Delusions,妄念之惊悸迷雾圣甲虫,zh-CN
Delirium Scarab of Mania,狂躁之惊悸迷雾圣甲虫,zh-CN
Delirium Scarab of Neuroses,神经之惊悸迷雾圣甲虫,zh-CN
Delirium Scarab of Paranoia,偏执之惊悸迷雾圣甲虫,zh-CN
Dementophobia,恐魔症,zh-CN
Demigod's Wager,半神的赌局,zh-CN
Dense Fossil,致密化石,zh-CN
Desecrated Virtue,被亵渎的美德,zh-CN
Desperate Crusade,绝望圣战,zh-CN
Destined to Crumble,殒落的命运,zh-CN
Devouring Fragment,灭界碎片,zh-CN
Dextral Catalyst,右旋催化剂,zh-CN
Dialla's Subjugation,达拉夫人的宝石,zh-CN
Disdain,蔑视,zh-CN
Divination Scarab of Pilfering,搜掠之神恩圣甲虫,zh-CN
Divination Scarab of Plenty,充裕之神恩圣甲虫,zh-CN
Divination Scarab of The Cloister,遁世之神恩圣甲虫,zh-CN
Divine Beauty,至美圣容,zh-CN
Divine Justice,神圣的正义,zh-CN
Divine Vessel,禁灵之瓶,zh-CN
Diviner's Delirium Orb,预言师的雾魇宝珠,zh-CN
Doedre's Madness,德瑞竞之狂,zh-CN
Domination Scarab,支配圣甲虫,zh-CN
Domination Scarab of Apparitions,幽灵之支配圣甲虫,zh-CN
Domination Scarab of Evolution,进化之支配圣甲虫,zh-CN
Domination Scarab of Terrors,惊魂之支配圣甲虫,zh-CN
Doryani's Epiphany,多里亚尼的启蒙,zh-CN
Draped in Dreams,梦之涟漪,zh-CN
Drox's Crest,狄洛克斯之冠,zh-CN
Duality,二刀流,zh-CN
Dying Anguish,消逝之怒,zh-CN
Dying Light,消逝的光芒,zh-CN
Earth Drinker,大地吞食者,zh-CN
Echo of Loneliness,孤寂之回响,zh-CN
Echo of Reverence,敬仰之回响,zh-CN
Echo of Trauma,创伤之回响,zh-CN
Echoes of Love,爱的回音,zh-CN
Economy,Economy,zh-CN
Edit,Edit,zh-CN
Elder's Exalted Orb,裂界者的崇高石,zh-CN
Eldritch Chaos Orb,古灵混沌石,zh-CN
Eldritch Exalted Orb,古灵崇高石,zh-CN
Eldritch Orb of Annulment,古灵剥离石,zh-CN
Eldritch Perfection,古灵完满,zh-CN
Emperor of Purity,纯净帝王,zh-CN
Emperor's Luck,帝运,zh-CN
Endless Night,无尽夜晚,zh-CN
Enkindling Orb,启明石,zh-CN
Enshrouded Astrolabe,遮蔽星盘,zh-CN
Essence of Delirium,谵妄精华,zh-CN
Essence of Desolation,哀恸精华,zh-CN
Essence of Horror,极恐精华,zh-CN
Essence of Hysteria,浮夸精华,zh-CN
Essence of Insanity,错乱精华,zh-CN
Essence Scarab,精华圣甲虫,zh-CN
Essence Scarab of Adaptation,应变之精华圣甲虫,zh-CN
Essence Scarab of Ascent,升格之精华圣甲虫,zh-CN
Essence Scarab of Calcification,钙化之精华圣甲虫,zh-CN
Essence Scarab of Stability,稳定之精华圣甲虫,zh-CN
Etched in Blood,以血镌刻,zh-CN
Eternal Bonds,永恒羁绊,zh-CN
Eternal Orb,永恒宝珠,zh-CN
Ever-Changing,变幻无定,zh-CN
Exalted Shard,崇高石碎片,zh-CN
Exceptional,Exceptional,zh-CN
Exceptional Eldritch Ember,卓越古灵余烬,zh-CN
Exceptional Eldritch Ichor,卓越古灵溶液,zh-CN
Exotic Coinage,异域铸币,zh-CN
Expedition Scarab,先祖秘藏圣甲虫,zh-CN
Expedition Scarab of Archaeology,考古之先祖秘藏圣甲虫,zh-CN
Expedition Scarab of Infusion,灌注之先祖秘藏圣甲虫,zh-CN
Expedition Scarab of Runefinding,觅符之先祖秘藏圣甲虫,zh-CN
Expedition Scarab of Verisium Powder,维金之先祖秘藏圣甲虫,zh-CN
Faceted Fossil,棱面化石,zh-CN
Fateful Meeting,命中注定,zh-CN
Father's Love,慈父之爱,zh-CN
Fertile Catalyst,丰沃催化剂,zh-CN
Fine Delirium Orb,良好的雾魇宝珠,zh-CN
Fire Of Unknown Origin,无根之火,zh-CN
Flesh of Xesht,薛斯的血肉,zh-CN
Forbidden Power,禁忌之力,zh-CN
Fossilised Delirium Orb,石化的雾魇宝珠,zh-CN
Foulborn Exalted Orb,秽生崇高石,zh-CN
Foulborn Orb of Augmentation,秽生增幅石,zh-CN
Foulborn Regal Orb,秽生富豪石,zh-CN
Fractured Fossil,分裂化石,zh-CN
Fracturing Orb,破溃宝珠,zh-CN
Fracturing Shard,破溃碎片,zh-CN
Fragment of Constriction,裂界守卫：约束碎片,zh-CN
Fragment of Emptiness,空虚碎片,zh-CN
Fragment of Enslavement,裂界守卫：奴役碎片,zh-CN
Fragment of Eradication,裂界守卫：寂灭碎片,zh-CN
Fragment of Knowledge,知识碎片,zh-CN
Fragment of Purification,裂界守卫：净世碎片,zh-CN
Fragment of Shape,塑形碎片,zh-CN
Fragment of Terror,恐怖碎片,zh-CN
Fragment of the Chimera,记忆碎片(奇美拉),zh-CN
Fragment of the Hydra,记忆碎片(九头蛇),zh-CN
Fragment of the Minotaur,记忆碎片(牛头人),zh-CN
Fragment of the Phoenix,记忆碎片(不死鸟),zh-CN
Fragmented Delirium Orb,破碎的雾魇宝珠,zh-CN
Friendship,友谊,zh-CN
Frigid Fossil,冰冽化石,zh-CN
From Bone to Ashes,从骨到灰,zh-CN
Fruiting Astrolabe,果实星盘,zh-CN
Fundamental Fossil,根基化石,zh-CN
Fungal Astrolabe,真菌星盘,zh-CN
Further Invention,更新发明,zh-CN
Gemcutter's Mercy,宝石匠的仁慈,zh-CN
Gemcutter's Prism,宝石匠的棱镜,zh-CN
Gemcutter's Promise,宝石匠的允诺,zh-CN
GGG Tracker,GGG Tracker,zh-CN
Gift of Asenath,安赛娜丝的馈赠,zh-CN
Gift of the Gemling Queen,宝石皇后的赠礼,zh-CN
Gift to the Goddess,女神之礼,zh-CN
Gilded Fossil,镶金化石,zh-CN
Glassblower's Bauble,玻璃弹珠,zh-CN
Glimmer of Hope,希望微光,zh-CN
Glyphic Fossil,雕刻化石,zh-CN
Golden Oil,金色圣油,zh-CN
Grand Eldritch Ember,上级古灵余烬,zh-CN
Grand Eldritch Ichor,上级古灵溶液,zh-CN
Grasping Astrolabe,贪婪星盘,zh-CN
Grave Knowledge,亡灵智慧,zh-CN
Greater Eldritch Ember,高级古灵余烬,zh-CN
Greater Eldritch Ichor,高级古灵溶液,zh-CN
Guardian's Challenge,守卫的挑战,zh-CN
Harmony of Souls,魂之和谐,zh-CN
Harvest Scarab,庄园圣甲虫,zh-CN
Harvest Scarab of Cornucopia,富饶之庄园圣甲虫,zh-CN
Harvest Scarab of Doubling,倍增之庄园圣甲虫,zh-CN
Haunting Shadows,幽影纠缠,zh-CN
Her Mask,她的面具,zh-CN
Heterochromia,阴阳眼,zh-CN
Hinekora's Lock,辛格拉的发辫,zh-CN
History,历史,zh-CN
Hivebrain Gland,虫脑腺体,zh-CN
Hollow Fossil,镂空化石,zh-CN
Home,家园,zh-CN
Hope,希望,zh-CN
Horned Scarab of Awakening,觉醒之犄角圣甲虫,zh-CN
Horned Scarab of Bloodlines,血族之犄角圣甲虫,zh-CN
Horned Scarab of Glittering,闪光之犄角圣甲虫,zh-CN
Horned Scarab of Nemeses,死地之犄角圣甲虫,zh-CN
Horned Scarab of Pandemonium,魔域之犄角圣甲虫,zh-CN
Horned Scarab of Preservation,恩护之犄角圣甲虫,zh-CN
Horned Scarab of Tradition,传统之犄角圣甲虫,zh-CN
Horticrafting,花园工艺,zh-CN
House of Mirrors,明镜,zh-CN
Hubris,狂妄,zh-CN
Humility,谦逊,zh-CN
Hunter's Exalted Orb,猎人的崇高石,zh-CN
Hunter's Resolve,猎者之愿,zh-CN
Hunter's Reward,猎人的奖赏,zh-CN
I See Brothers,兄弟之容,zh-CN
Imbued Catalyst,灌注催化剂,zh-CN
Immortal Resolve,不朽决心,zh-CN
Imperfect Memories,不完美的回忆,zh-CN
Imperial Delirium Orb,帝国的雾魇宝珠,zh-CN
Imperial Legacy,帝国的遗产,zh-CN
Incursion Scarab,穿越圣甲虫,zh-CN
Incursion Scarab of Champions,冠军之穿越圣甲虫,zh-CN
Incursion Scarab of Invasion,侵入之穿越圣甲虫,zh-CN
Incursion Scarab of Timelines,时流之穿越圣甲虫,zh-CN
Indigo Oil,靛青圣油,zh-CN
Influencing Scarab of Hordes,部落之影响圣甲虫,zh-CN
Influencing Scarab of Interference,干涉之影响圣甲虫,zh-CN
Influencing Scarab of the Elder,裂界者之影响圣甲虫,zh-CN
Influencing Scarab of the Shaper,塑界者之影响圣甲虫,zh-CN
Instilling Orb,灌顶石,zh-CN
Intrinsic Catalyst,内在催化剂,zh-CN
Jack in the Box,惊喜盒,zh-CN
Jagged Fossil,锯齿化石,zh-CN
Jeweller's Delirium Orb,珠宝匠的雾魇宝珠,zh-CN
Jeweller's Orb,工匠石,zh-CN
Journey Tattoo of the Body,身躯的旅途文身,zh-CN
Journey Tattoo of the Mind,意志的旅途文身,zh-CN
Journey Tattoo of the Soul,灵魂的旅途文身,zh-CN
Judging Voices,审判之音,zh-CN
Justified Ambition,志向高远,zh-CN
Kalguuran Delirium Orb,卡古兰雾魇宝珠,zh-CN
Kalguuran Scarab,卡古兰圣甲虫,zh-CN
Kalguuran Scarab of Enriching,富足之卡古兰圣甲虫,zh-CN
Kalguuran Scarab of Guarded Riches,森严重宝之卡古兰圣甲虫,zh-CN
Kalguuran Scarab of Refinement,精炼之卡古兰圣甲虫,zh-CN
Keeper's Corruption,守护者之腐,zh-CN
Lachrymal Necrosis,泪腺坏死,zh-CN
Lantador's Lost Love,兰塔朵迷惘之爱,zh-CN
Last Hope,最后希望,zh-CN
Last Stand,背水一战,zh-CN
Left to Fate,听天由命,zh-CN
Legion Scarab,军团圣甲虫,zh-CN
Legion Scarab of Eternal Conflict,永战之军团圣甲虫,zh-CN
Legion Scarab of Officers,军官之军团圣甲虫,zh-CN
Legion Scarab of The Sekhema,丝克玛之军团圣甲虫,zh-CN
Legion Scarab of Treasures,宝藏之军团圣甲虫,zh-CN
Lesser Eldritch Ember,次级古灵余烬,zh-CN
Lesser Eldritch Ichor,次级古灵溶液,zh-CN
Lethean Temptation,遗忘诱惑,zh-CN
Light and Truth,光与真实,zh-CN
Lightless Astrolabe,暗光星盘,zh-CN
Lingering Remnants,稍纵即逝,zh-CN
Lonely Fragment,孤寂碎片,zh-CN
Lonely Warrior,孤胆英雄,zh-CN
Lost Worlds,失落帝国,zh-CN
Love Through Ice,跨冰之恋,zh-CN
Loyalty,忠诚,zh-CN
Lucent Fossil,透光化石,zh-CN
Lucky Bastion,幸运堡垒,zh-CN
Lucky Connections,好运连连,zh-CN
Lucky Deck,命运垂青,zh-CN
Luminous Trove,锃亮的宝箱,zh-CN
Lysah's Respite,莉莎之息,zh-CN
Magnum Opus,代表作,zh-CN
Man With Bear,人熊合一,zh-CN
Maps,地图,zh-CN
Matryoshka,套娃,zh-CN
Maven's Chisel of Avarice,贪婪之贤主钉,zh-CN
Maven's Chisel of Divination,神恩之贤主钉,zh-CN
Maven's Chisel of Procurement,征用之贤主钉,zh-CN
Maven's Chisel of Proliferation,激增之贤主钉,zh-CN
Maven's Chisel of Scarabs,圣甲虫之贤主钉,zh-CN
Mawr Blaidd,狼之信物,zh-CN
Memory of Loneliness,孤寂之回忆,zh-CN
Memory of Reverence,敬仰之回忆,zh-CN
Memory of Trauma,创伤之回忆,zh-CN
Merciless Armament,无情军械,zh-CN
Metallic Fossil,金属化石,zh-CN
Metamods,工艺互动,zh-CN
Might is Right,正气,zh-CN
Mirror Shard,卡兰德的魔镜碎片,zh-CN
Misery in Darkness,黑暗之苦,zh-CN
Mitts,露指手套,zh-CN
Modifiers,词缀,zh-CN
Monochrome,黑白世界,zh-CN
More is Never Enough,永不知足,zh-CN
Mortal Grief,凡人的哀伤,zh-CN
Mortal Hope,凡人的希望,zh-CN
Mortal Ignorance,凡人的无知,zh-CN
Mortal Rage,凡人的愤怒,zh-CN
Muttering Essence of Anger,愤怒之呢喃精华,zh-CN
Muttering Essence of Contempt,轻视之呢喃精华,zh-CN
Muttering Essence of Fear,恐惧之呢喃精华,zh-CN
Muttering Essence of Greed,贪婪之呢喃精华,zh-CN
Muttering Essence of Hatred,憎恨之呢喃精华,zh-CN
Muttering Essence of Sorrow,哀惜之呢喃精华,zh-CN
Muttering Essence of Torment,折磨之呢喃精华,zh-CN
Muttering Essence of Woe,悲痛之呢喃精华,zh-CN
Nameless Astrolabe,无名星盘,zh-CN
No Traces,无迹可寻,zh-CN
Nook's Crown,诺克之冠,zh-CN
Noxious Catalyst,有害催化剂,zh-CN
Obscured Delirium Orb,朦胧的雾魇宝珠,zh-CN
Offering to the Goddess,女神祭品,zh-CN
Oil,圣油,zh-CN
Omen of Adrenaline,肾上腺素预兆,zh-CN
Omen of Amelioration,进步预兆,zh-CN
Omen of Blanching,苍白预兆,zh-CN
Omen of Brilliance,才华预兆,zh-CN
Omen of Connections,连接预兆,zh-CN
Omen of Death's Door,笑傲死亡预兆,zh-CN
Omen of Death-dancing,死舞预兆,zh-CN
Omen of Fortune,命运预兆,zh-CN
Omen of Refreshment,恢复预兆,zh-CN
Omen of Return,回返预兆,zh-CN
Omen of the Jeweller,珠宝商预兆,zh-CN
Omen of the Soul Devourer,噬魂预兆,zh-CN
One Last Score,最后一票,zh-CN
Opalescent Oil,乳白圣油,zh-CN
Opulent Fossil,丰裕化石,zh-CN
Orb of Alteration,改造石,zh-CN
Orb of Binding,高阶点金石,zh-CN
Orb of Chance,机会石,zh-CN
Orb of Conflict,冲突石,zh-CN
Orb of Dominance,统御宝珠,zh-CN
Orb of Fusing,链结石,zh-CN
Orb of Intention,意念石,zh-CN
Orb of Regret,后悔石,zh-CN
Orb of Remembrance,铭记石,zh-CN
Orb of Scouring,重铸石,zh-CN
Orb of Transmutation,蜕变石,zh-CN
Orb of Unmaking,粉碎石,zh-CN
Orb of Unravelling,解析石,zh-CN
Outfoxed,以计取胜,zh-CN
Parasitic Passengers,寄生客,zh-CN
Peaceful Moments,安宁之时,zh-CN
Perfection,至臻完美,zh-CN
Poisoned Faith,毒浸信仰,zh-CN
Portal Scroll,传送卷轴,zh-CN
Potent Alchemical Resonator,强能炼金共振器,zh-CN
Potent Chaotic Resonator,强能混乱共振器,zh-CN
Powerful Alchemical Resonator,巨能炼金共振器,zh-CN
Powerful Chaotic Resonator,巨能混乱共振器,zh-CN
Prejudice,成见,zh-CN
Pride Before the Fall,骄者必败,zh-CN
Pride of the First Ones,先祖的代价,zh-CN
Primal Crystallised Lifeforce,原始蓝晶命能,zh-CN
Primal Delirium Orb,原始的雾魇宝珠,zh-CN
Prime Alchemical Resonator,威能炼金共振器,zh-CN
Prime Chaotic Resonator,威能混乱共振器,zh-CN
Primitive Alchemical Resonator,原始炼金共振器,zh-CN
Primitive Chaotic Resonator,原始混乱共振器,zh-CN
Prismatic Catalyst,棱光催化剂,zh-CN
Prismatic Fossil,五彩化石,zh-CN
Prismatic Oil,虹彩圣油,zh-CN
Pristine Fossil,原始化石,zh-CN
Privacy,Privacy,zh-CN
Prometheus' Armoury,普罗米修斯之备,zh-CN
Prosperity,兴盛,zh-CN
Quest,使命,zh-CN
Rain of Chaos,混沌之雨,zh-CN
Rain Tempter,诱惑之雨,zh-CN
Rats,鼠辈,zh-CN
Reality Fragment,现实碎片,zh-CN
Rebirth,重生,zh-CN
Rebirth and Renewal,重生与新生,zh-CN
Reckless Ambition,莽撞的野心,zh-CN
Redeemer's Exalted Orb,救赎者的崇高石,zh-CN
Reflecting Mist,倒映薄雾,zh-CN
Reflection of the Heart,心之倒影,zh-CN
Reflective Oil,反光圣油,zh-CN
Refracting Fog,折射之雾,zh-CN
Regal Orb,富豪石,zh-CN
Regal Shard,富豪石碎片,zh-CN
Remembrance,铭记,zh-CN
Reverent Fragment,虔敬碎片,zh-CN
Ritual Scarab of Abundance,丰沛之仪式圣甲虫,zh-CN
Ritual Scarab of Corpses,尸骸之仪式圣甲虫,zh-CN
Ritual Scarab of Selectiveness,选择之仪式圣甲虫,zh-CN
Ritual Scarab of Wisps,鬼灵之仪式圣甲虫,zh-CN
Ritual Splinter,驱灵裂片,zh-CN
Ritual Vessel,驱灵法器,zh-CN
Rogue's Marker,赏金猎人印记,zh-CN
Runegraft of Bellows,咆哮之符文嵌板,zh-CN
Runegraft of Blasphemy,渎神之符文嵌板,zh-CN
Runegraft of Connection,联结之符文嵌板,zh-CN
Runegraft of Consecration,奉献之符文嵌板,zh-CN
Runegraft of Fury,狂怒之符文嵌板,zh-CN
Runegraft of Gemcraft,宝石工艺之符文嵌板,zh-CN
Runegraft of Loyalty,忠诚之符文嵌板,zh-CN
Runegraft of Quaffing,畅饮之符文嵌板,zh-CN
Runegraft of Rallying,奋锐之符文嵌板,zh-CN
Runegraft of Refraction,折射之符文嵌板,zh-CN
Runegraft of Restitching,缝合之符文嵌板,zh-CN
Runegraft of Resurgence,复苏之符文嵌板,zh-CN
Runegraft of Rotblood,腐血之符文嵌板,zh-CN
Runegraft of Stability,稳定之符文嵌板,zh-CN
Runegraft of Suffering,苦难之符文嵌板,zh-CN
Runegraft of the Agile,灵巧之符文嵌板,zh-CN
Runegraft of the Angler,渔夫之符文嵌板,zh-CN
Runegraft of the Bound,束缚之符文嵌板,zh-CN
Runegraft of the Combatant,战士之符文嵌板,zh-CN
Runegraft of the Fortress,堡垒之符文嵌板,zh-CN
Runegraft of the Imbued,灌注之符文嵌板,zh-CN
Runegraft of the Jeweller,珠宝匠之符文嵌板,zh-CN
Runegraft of the Novamark,新星印记之符文嵌板,zh-CN
Runegraft of the River,河川之符文嵌板,zh-CN
Runegraft of the Sinistral,左旋之符文嵌板,zh-CN
Runegraft of the Soulwick,魂芯之符文嵌板,zh-CN
Runegraft of the Spellbound,着魔之符文嵌板,zh-CN
Runegraft of the Warp,曲空之符文嵌板,zh-CN
Runegraft of the Witchmark,女巫印记之符文嵌板,zh-CN
Runegraft of Time,时光之符文嵌板,zh-CN
Runegraft of Treachery,背叛之符文嵌板,zh-CN
Runic Astrolabe,符文星盘,zh-CN
Runic Luck,符文幸运,zh-CN
Ruthless mode,Ruthless mode,zh-CN
Sacred Blossom,神圣之花,zh-CN
Sacred Crystallised Lifeforce,神圣白晶命能,zh-CN
Sacred Orb,崇神石,zh-CN
Sacrifice at Dawn,黎明的奉献,zh-CN
Sacrifice at Dusk,黄昏的奉献,zh-CN
Sacrifice at Midnight,午夜的奉献,zh-CN
Sacrifice at Noon,正午的奉献,zh-CN
Sambodhi's Vow,萨博辛的誓言,zh-CN
Sambodhi's Wisdom,萨博辛之智,zh-CN
Sanctified Fossil,圣洁化石,zh-CN
Scarab of Adversaries,强敌之圣甲虫,zh-CN
Scarab of Divinity,神性之圣甲虫,zh-CN
Scarab of Hunted Traitors,追猎叛徒之圣甲虫,zh-CN
Scarab of Monstrous Lineage,庞大世系之圣甲虫,zh-CN
Scarab of Radiant Storms,辉煌风暴之圣甲虫,zh-CN
Scarab of Stability,稳定之圣甲虫,zh-CN
Scarab of the Dextral,右旋之圣甲虫,zh-CN
Scarab of the Sinistral,左旋之圣甲虫,zh-CN
Scarab of Wisps,鬼灵之圣甲虫,zh-CN
Scholar of the Seas,海洋学者,zh-CN
Scorched Fossil,炽炎化石,zh-CN
Scrap Metal,废金属,zh-CN
Screaming Essence of Anger,愤怒之咆哮精华,zh-CN
Screaming Essence of Anguish,煎熬之咆哮精华,zh-CN
Screaming Essence of Contempt,轻视之咆哮精华,zh-CN
Screaming Essence of Doubt,疑惑之咆哮精华,zh-CN
Screaming Essence of Dread,忌惮之咆哮精华,zh-CN
Screaming Essence of Envy,忌妒之咆哮精华,zh-CN
Screaming Essence of Fear,恐惧之咆哮精华,zh-CN
Screaming Essence of Greed,贪婪之咆哮精华,zh-CN
Screaming Essence of Hatred,憎恨之咆哮精华,zh-CN
Screaming Essence of Loathing,厌恶之咆哮精华,zh-CN
Screaming Essence of Misery,凄惨之咆哮精华,zh-CN
Screaming Essence of Rage,肆虐之咆哮精华,zh-CN
Screaming Essence of Scorn,傲视之咆哮精华,zh-CN
Screaming Essence of Sorrow,哀惜之咆哮精华,zh-CN
Screaming Essence of Spite,刻毒之咆哮精华,zh-CN
Screaming Essence of Suffering,苦难之咆哮精华,zh-CN
Screaming Essence of Torment,折磨之咆哮精华,zh-CN
Screaming Essence of Woe,悲痛之咆哮精华,zh-CN
Screaming Essence of Wrath,雷霆之咆哮精华,zh-CN
Screaming Essence of Zeal,热情之咆哮精华,zh-CN
Scroll of Wisdom,知识卷轴,zh-CN
Sepia Oil,墨色圣油,zh-CN
Serrated Fossil,狼牙化石,zh-CN
Seven Years Bad Luck,七年厄运,zh-CN
Shaper's Exalted Orb,塑界者的崇高石,zh-CN
Shard of Fate,命运之晶,zh-CN
Shrieking Essence of Anger,愤怒之尖啸精华,zh-CN
Shrieking Essence of Anguish,煎熬之尖啸精华,zh-CN
Shrieking Essence of Contempt,轻视之尖啸精华,zh-CN
Shrieking Essence of Doubt,疑惑之尖啸精华,zh-CN
Shrieking Essence of Dread,忌惮之尖啸精华,zh-CN
Shrieking Essence of Envy,忌妒之尖啸精华,zh-CN
Shrieking Essence of Fear,恐惧之尖啸精华,zh-CN
Shrieking Essence of Greed,贪婪之尖啸精华,zh-CN
Shrieking Essence of Hatred,憎恨之尖啸精华,zh-CN
Shrieking Essence of Loathing,厌恶之尖啸精华,zh-CN
Shrieking Essence of Misery,凄惨之尖啸精华,zh-CN
Shrieking Essence of Rage,肆虐之尖啸精华,zh-CN
Shrieking Essence of Scorn,傲视之尖啸精华,zh-CN
Shrieking Essence of Sorrow,哀惜之尖啸精华,zh-CN
Shrieking Essence of Spite,刻毒之尖啸精华,zh-CN
Shrieking Essence of Suffering,苦难之尖啸精华,zh-CN
Shrieking Essence of Torment,折磨之尖啸精华,zh-CN
Shrieking Essence of Woe,悲痛之尖啸精华,zh-CN
Shrieking Essence of Wrath,雷霆之尖啸精华,zh-CN
Shrieking Essence of Zeal,热情之尖啸精华,zh-CN
Shuddering Fossil,震颤化石,zh-CN
Silence and Frost,死寂严冬,zh-CN
Silver Oil,白银圣油,zh-CN
Simulacrum,梦魇拟像,zh-CN
Simulacrum Splinter,梦魇拟像裂片,zh-CN
Singular Delirium Orb,单独的雾魇宝珠,zh-CN
Sinistral Catalyst,左旋催化剂,zh-CN
Skill Gems,技能宝石,zh-CN
Skittering Delirium Orb,迷踪的雾魇宝珠,zh-CN
Society's Remorse,社团之悔,zh-CN
Something Dark,黑暗之物,zh-CN
Squandered Prosperity,挥霍无度,zh-CN
Stacked Deck,未知的命运卡,zh-CN
Struck by Lightning,雷劈,zh-CN
Succor of the Sinless,无罪之援,zh-CN
Sulphite Scarab,亚硫酸圣甲虫,zh-CN
Sulphite Scarab of Fumes,烟尘之亚硫酸圣甲虫,zh-CN
Sulphite Scarab of Greed,贪婪之亚硫酸圣甲虫,zh-CN
Support Gems,辅助宝石,zh-CN
Syndicate Medallion,辛迪加徽章,zh-CN
Synthesising Fragment,追忆碎片,zh-CN
Tailoring Orb,裁剪石,zh-CN
Tainted Armourer's Scrap,污秽护甲片,zh-CN
Tainted Blacksmith's Whetstone,污秽磨刀石,zh-CN
Tainted Catalyst,污秽催化剂,zh-CN
Tainted Chaos Orb,污秽混沌石,zh-CN
Tainted Chromatic Orb,污秽幻色石,zh-CN
Tainted Divine Teardrop,污染神泪,zh-CN
Tainted Exalted Orb,污秽崇高石,zh-CN
Tainted Jeweller's Orb,污秽工匠石,zh-CN
Tainted Mythic Orb,污秽神秘石,zh-CN
Tainted Oil,污秽圣油,zh-CN
Tainted Orb of Fusing,污秽链结石,zh-CN
Tangled Fossil,纠缠化石,zh-CN
Tattoo of the Arohongui Moonwarden,亚欧红古月之守卫的文身,zh-CN
Tattoo of the Arohongui Scout,亚欧红古斥候的文身,zh-CN
Tattoo of the Arohongui Shaman,亚欧红古萨满的文身,zh-CN
Tattoo of the Arohongui Warmonger,亚欧红古好战者的文身,zh-CN
Tattoo of the Arohongui Warrior,亚欧红古战士的文身,zh-CN
Tattoo of the Hinekora Deathwarden,辛格拉死亡守卫的文身,zh-CN
Tattoo of the Hinekora Shaman,辛格拉萨满的文身,zh-CN
Tattoo of the Hinekora Storyteller,辛格拉说书人的文身,zh-CN
Tattoo of the Hinekora Warmonger,辛格拉好战者的文身,zh-CN
Tattoo of the Hinekora Warrior,辛格拉战士的文身,zh-CN
Tattoo of the Kitava Blood Drinker,奇塔弗汲血者的文身,zh-CN
Tattoo of the Kitava Heart Eater,奇塔弗吞心者的文身,zh-CN
Tattoo of the Kitava Rebel,奇塔弗义军的文身,zh-CN
Tattoo of the Kitava Shaman,奇塔弗萨满的文身,zh-CN
Tattoo of the Kitava Warrior,奇塔弗战士的文身,zh-CN
Tattoo of the Ngamahu Firewalker,努葛玛呼烈焰行者的文身,zh-CN
Tattoo of the Ngamahu Shaman,努葛玛呼萨满的文身,zh-CN
Tattoo of the Ngamahu Warmonger,努葛玛呼好战者的文身,zh-CN
Tattoo of the Ngamahu Warrior,努葛玛呼战士的文身,zh-CN
Tattoo of the Ngamahu Woodcarver,努葛玛呼木匠的文身,zh-CN
Tattoo of the Ramako Archer,雷默科弓手的文身,zh-CN
Tattoo of the Ramako Fleetfoot,雷默科捷足者的文身,zh-CN
Tattoo of the Ramako Scout,雷默科斥候的文身,zh-CN
Tattoo of the Ramako Shaman,雷默科萨满的文身,zh-CN
Tattoo of the Ramako Sniper,雷默科狙击手的文身,zh-CN
Tattoo of the Rongokurai Brute,隆戈库莱野蛮人的文身,zh-CN
Tattoo of the Rongokurai Goliath,隆戈库莱巨人的文身,zh-CN
