source,target,tgt_lng
vascular endothelial growth factor,血管内皮生长因子,zh-CN
von Willebrand disease,血管性血友病,zh-CN
vWF-cleaving protease,血管性血友病因子裂解蛋白酶,zh-CN
vascular purpura,血管性紫癜,zh-CN
vasculitis,血管炎,zh-CN
hemoglobinopathy,血红蛋白病,zh-CN
plasmapheresis,血浆置换,zh-CN
fractional flow reserve,血流储备分数,zh-CN
serum ascites albumin gradient,血清腹腔积液白蛋白梯度,zh-CN
thromboembolism,血栓栓塞,zh-CN
thrombosis,血栓形成,zh-CN
thrombotic thrombocytopenic purpura,血栓性血小板减少性紫癜,zh-CN
thrombopoietin,血小板生成素,zh-CN
thrombocytic purpura,血小板性紫癜,zh-CN
hematology,血液病学,zh-CN
hemoperfusion,血液灌流,zh-CN
hemodialysis,血液透析,zh-CN
hemophilia,血友病,zh-CN
dyslipidemia,血脂异常,zh-CN
mycosis fungoides/Sézary syndrome,蕈样肉芽肿病/塞扎里综合征,zh-CN
subacute thyroiditis,亚急性甲状腺炎,zh-CN
tobacco medicine,烟草病学,zh-CN
nicotinic sign,烟碱样症状,zh-CN
immersion syndrome,淹没综合征,zh-CN
drowning,淹溺,zh-CN
late gadolinium enhancement,延迟钆增强,zh-CN
severe acute respiratory syndrome,严重急性呼吸综合征,zh-CN
inflammatory bowel disease,炎症性肠病,zh-CN
waist/hip ratio,腰臀比,zh-CN
drug induced liver injury,药物性肝病,zh-CN
drug dependence,药物依赖,zh-CN
Pneumocystis jiroveci,伊氏肺孢子菌,zh-CN
emergency medical service,医疗急救,zh-CN
hospital acquired pneumonia,医院获得性肺炎,zh-CN
insulinoma,胰岛素瘤,zh-CN
pancreatic fistula,胰瘘,zh-CN
pancreatic cancer,胰腺癌,zh-CN
pancreatic pseudocyst,胰腺假性囊肿,zh-CN
pancreatic abscess,胰腺脓肿,zh-CN
graft versus leukemia,移植物抗白血病,zh-CN
graft versus host disease,移植物抗宿主病,zh-CN
hereditary non-polyposis colorectal cancer,遗传性非息肉病性结直肠癌,zh-CN
hereditary spherocytosis,遗传性球形红细胞增多症,zh-CN
hereditary pancreatitis,遗传性胰腺炎,zh-CN
ethambutol,乙胺丁醇,zh-CN
hepatitis B virus,乙型肝炎病毒,zh-CN
ectopic hormone secretion syndrome,异位激素分泌综合征,zh-CN
dysplasia,异型增生,zh-CN
isoniazid,异烟肼,zh-CN
tumor suppressor gene,抑癌基因,zh-CN
thrombophilia,易栓症,zh-CN
monoclonal gammopathy of undetermined significance,意义未明单克隆丙种球蛋白血症,zh-CN
latent coronary heart disease,隐匿型冠心病,zh-CN
nutrient,营养素,zh-CN
Helicobacter pylori,幽门螺杆菌,zh-CN
right ventricular dysfunction,右心功能不全,zh-CN
proto-oncogene,原癌基因,zh-CN
primary biliary cholangitis,原发性胆汁性胆管炎,zh-CN
primary carcinoma of the liver,原发性肝癌,zh-CN
essential hypertension,原发性高血压,zh-CN
primary hypothyroidism,原发性甲减,zh-CN
chronic adrenocortical hypofunction,原发性慢性肾上腺皮质功能减退症,zh-CN
primary aldosteronism,原发性醛固酮增多症,zh-CN
primary sclerosing cholangitis,原发性硬化性胆管炎,zh-CN
adenocarcinoma in situ,原位腺癌,zh-CN
in-hospital cardiac arrest,院内心脏停搏,zh-CN
out-of-hospital cardiac arrest,院外心脏停搏,zh-CN
aplastic anemia,再生障碍性贫血,zh-CN
hematopoietic stem cell,造血干细胞,zh-CN
hematopoietic stem cell transplantation,造血干细胞移植,zh-CN
hematopoietic cell,造血细胞,zh-CN
proliferative glomerulonephritis,增生性肾小球肾炎,zh-CN
paroxysmal cold hemoglobinuria,阵发性冷性血红蛋白尿症,zh-CN
paroxysmal nocturnal hemoglobinuria,阵发性睡眠性血红蛋白尿症,zh-CN
global longitudinal strain,整体纵向应变,zh-CN
positron emission tomography,正电子发射计算机断层成像,zh-CN
bronchoalveolar lavage,支气管肺泡灌洗,zh-CN
bronchiectasis,支气管扩张症,zh-CN
bronchial asthma,支气管哮喘,zh-CN
acromegaly,肢端肥大症,zh-CN
fatty liver disease,脂肪性肝病,zh-CN
implantable cardioverter defibrillator,植入型心律转复除颤器,zh-CN
proton pump inhibitor,质子泵抑制剂,zh-CN
arrhythmogenic right ventricular cardiomyopathy,致心律失常性右心室心肌病,zh-CN
asphyxiating gas,窒息性气体,zh-CN
intermediate syndrome,中间型综合征,zh-CN
central nervous system leukemia,中枢神经系统白血病,zh-CN
central hypothyroidism,中枢性甲减,zh-CN
central diabetes insipidus,中枢性尿崩症,zh-CN
central sleep apnea,中枢性睡眠呼吸暂停,zh-CN
tumor mutation burden,肿瘤突变负荷,zh-CN
cardio-oncology,肿瘤心脏病学,zh-CN
poisoning,中毒,zh-CN
toxic megacolon,中毒性巨结肠,zh-CN
heat illness,中暑,zh-CN
aortic regurgitation,主动脉瓣反流,zh-CN
aortic stenosis,主动脉瓣狭窄,zh-CN
aortic dissection,主动脉夹层,zh-CN
intra-aortic balloon counterpulsation,主动脉内球囊反搏,zh-CN
purpura,紫癜,zh-CN
automated external defibrillator,自动体外除颤仪,zh-CN
spontaneous coronary artery dissection,自发性夹层,zh-CN
spontaneous bacterial peritonitis,自发性细菌性腹膜炎,zh-CN
autoimmune polyglandular syndrome,自身免疫性多内分泌腺综合征,zh-CN
autoimmune hepatitis,自身免疫性肝炎,zh-CN
autoimmune thyroiditis,自身免疫性甲状腺炎,zh-CN
autoimmune hemolytic anemia,自身免疫性溶血性贫血,zh-CN
autoimmune pancreatitis,自身免疫性胰腺炎,zh-CN
native valve endocarditis,自体瓣膜心内膜炎,zh-CN
total cholesterol,总胆固醇,zh-CN
total bilirubin,总胆红素,zh-CN
overall survival,总体生存率,zh-CN
obstructive sleep apnea,阻塞性睡眠呼吸暂停,zh-CN
obstructive sleep apnea hypopnea syndrome,阻塞性睡眠呼吸暂停低通气综合征,zh-CN
tissue doppler imaging,组织多普勒超声心动图,zh-CN
tissue-type plasminogen activator,组织型纤溶酶原激活物,zh-CN
left side portal hypertension,左侧门静脉高压,zh-CN
left ventricular assistant device,左室辅助装置,zh-CN
left ventricular ejection fraction,左心室射血分数,zh-CN
